empId,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,ROI,attrition_rate
1615,0.1,0.93,6,307,4,0,1,0,sales,1,0.6975,0.107526882
1616,0.37,0.46,2,156,3,0,1,0,sales,1,0.153333333,0.804347826
1617,0.76,0.98,4,237,5,0,1,0,sales,1,0.392,0.775510204
1618,0.88,0.89,4,254,5,0,1,0,sales,1,0.356,0.988764045
1619,0.39,0.48,2,151,3,0,1,0,sales,1,0.16,0.8125
1620,0.45,0.54,2,131,3,0,1,0,sales,2,0.12,0.833333333
1621,0.91,0.95,5,241,5,0,1,0,sales,2,0.316666667,0.957894737
1622,0.86,0.85,5,267,5,0,1,0,sales,2,0.283333333,1.011764706
1623,0.39,0.53,2,153,3,0,1,0,sales,2,0.117777778,0.735849057
1624,0.89,1,4,217,5,0,1,0,sales,2,0.266666667,0.89
1625,0.11,0.86,6,254,4,0,1,0,sales,2,0.43,0.127906977
1626,0.1,0.87,6,265,5,0,1,0,sales,2,0.348,0.114942529
1627,0.38,0.57,2,146,3,0,1,0,sales,2,0.126666667,0.666666667
1628,0.4,0.54,2,156,3,0,1,0,sales,2,0.12,0.740740741
1629,0.86,0.97,5,269,5,0,1,0,sales,2,0.323333333,0.886597938
1630,0.1,0.86,6,288,4,0,1,0,sales,2,0.43,0.11627907
1631,0.1,0.85,6,283,4,0,1,0,sales,2,0.425,0.117647059
1632,0.42,0.5,2,128,3,0,1,0,accounting,0,0.333333333,0.84
1633,0.36,0.46,2,130,3,0,1,0,accounting,1,0.153333333,0.782608696
1634,0.39,0.48,2,127,3,0,1,0,accounting,2,0.106666667,0.8125
1635,0.43,0.47,2,137,3,0,1,0,hr,2,0.104444444,0.914893617
1636,0.36,0.49,2,133,3,0,1,0,hr,2,0.108888889,0.734693878
1637,0.09,0.91,6,275,4,0,1,0,hr,2,0.455,0.098901099
1638,0.42,0.55,2,146,3,0,1,0,hr,1,0.183333333,0.763636364
1639,0.42,0.46,2,135,3,0,1,0,technical,1,0.153333333,0.913043478
1640,0.91,0.89,5,217,5,0,1,0,technical,1,0.445,1.02247191
1641,0.41,0.56,2,154,3,0,1,0,technical,1,0.186666667,0.732142857
1642,0.11,0.78,6,247,4,0,1,0,technical,1,0.585,0.141025641
1643,0.09,0.83,6,295,5,0,1,0,technical,1,0.498,0.108433735
1644,0.83,1,5,224,5,0,1,0,technical,1,0.5,0.83
1645,0.11,0.78,6,281,4,0,1,0,technical,1,0.585,0.141025641
1646,0.1,0.93,7,258,4,0,1,0,technical,1,0.81375,0.107526882
1647,0.42,0.55,2,150,3,0,1,0,technical,1,0.183333333,0.763636364
1648,0.1,0.97,7,282,4,0,1,0,technical,1,0.84875,0.103092784
1649,0.38,0.51,2,138,3,0,1,0,technical,1,0.17,0.745098039
1650,0.77,0.98,4,238,6,0,1,0,support,1,0.326666667,0.785714286
1651,0.11,0.85,7,244,4,0,1,0,support,1,0.74375,0.129411765
1652,0.87,0.97,5,250,6,0,1,0,support,1,0.404166667,0.896907216
1653,0.1,0.88,7,282,4,0,1,0,support,1,0.77,0.113636364
1654,0.1,0.89,7,253,4,0,1,0,support,1,0.77875,0.112359551
1655,0.09,0.9,6,256,4,0,1,0,support,1,0.675,0.1
1656,0.84,0.85,5,260,5,0,1,0,support,1,0.425,0.988235294
1657,0.11,0.86,6,245,4,0,1,0,support,1,0.645,0.127906977
1658,0.81,0.97,5,230,5,0,1,0,support,1,0.485,0.835051546
1659,0.77,0.85,5,276,5,0,1,0,support,2,0.283333333,0.905882353
1660,0.42,0.47,2,137,3,0,1,0,support,2,0.104444444,0.893617021
1661,0.36,0.56,2,140,3,0,1,0,technical,2,0.124444444,0.642857143
1662,0.81,0.83,5,269,6,0,1,0,technical,2,0.230555556,0.975903614
1663,0.37,0.46,2,130,3,1,1,0,technical,2,0.102222222,0.804347826
1664,0.1,0.96,6,264,4,0,1,0,management,2,0.48,0.104166667
1665,0.14,0.55,6,175,5,0,1,0,IT,2,0.22,0.254545455
1666,0.41,0.51,2,159,3,0,1,0,IT,2,0.113333333,0.803921569
1667,0.44,0.55,2,128,3,0,1,1,IT,2,0.122222222,0.8
1668,0.82,0.94,5,232,5,1,1,0,IT,2,0.313333333,0.872340426
1669,0.67,0.54,3,166,5,0,1,0,IT,2,0.108,1.240740741
1670,0.44,0.57,2,141,3,0,1,0,product_mng,2,0.126666667,0.771929825
1671,0.42,0.54,2,143,3,0,1,0,product_mng,0,0.36,0.777777778
1672,0.84,0.83,4,239,5,0,1,0,product_mng,1,0.332,1.012048193
1673,0.86,1,4,232,5,0,1,0,product_mng,2,0.266666667,0.86
1674,0.56,0.86,5,252,2,0,1,0,IT,2,0.716666667,0.651162791
1675,0.09,0.93,6,255,4,0,1,0,RandD,2,0.465,0.096774194
1676,0.1,0.81,7,270,4,0,1,0,RandD,2,0.4725,0.12345679
1677,0.39,0.54,2,149,3,0,1,0,RandD,1,0.18,0.722222222
1678,0.75,0.89,5,276,5,0,1,0,RandD,1,0.445,0.842696629
1679,0.43,0.55,2,159,3,0,1,0,RandD,1,0.183333333,0.781818182
1680,0.09,0.96,7,274,5,0,1,0,marketing,1,0.672,0.09375
1681,0.83,0.94,4,264,5,0,1,0,sales,1,0.376,0.882978723
1682,0.59,1,3,156,4,0,1,0,accounting,1,0.375,0.59
1683,0.44,0.54,2,135,3,0,1,0,support,1,0.18,0.814814815
1684,0.38,0.49,2,128,3,0,1,0,technical,1,0.163333333,0.775510204
1685,0.76,0.98,5,242,5,0,1,0,management,1,0.49,0.775510204
1686,0.22,0.86,4,293,3,0,1,0,marketing,1,0.573333333,0.255813953
1687,0.4,0.46,2,141,3,0,1,0,marketing,1,0.153333333,0.869565217
1688,0.41,0.48,2,155,3,0,1,0,marketing,1,0.16,0.854166667
1689,0.38,0.51,2,141,3,0,1,0,sales,1,0.17,0.745098039
1690,0.45,0.68,4,212,4,1,1,0,sales,1,0.34,0.661764706
1691,0.39,0.56,2,160,3,0,1,0,sales,1,0.186666667,0.696428571
1692,0.45,0.47,2,150,3,0,1,0,sales,1,0.156666667,0.957446809
1693,0.42,0.53,2,132,3,1,1,0,sales,1,0.176666667,0.79245283
1694,0.1,0.87,6,248,4,0,1,0,sales,1,0.6525,0.114942529
1695,0.78,0.96,5,272,5,0,1,0,sales,1,0.48,0.8125
1696,0.39,0.56,2,160,3,0,1,0,sales,1,0.186666667,0.696428571
1697,0.1,0.87,7,299,4,0,1,0,sales,1,0.76125,0.114942529
1698,0.1,0.8,6,292,4,0,1,0,sales,2,0.4,0.125
1699,0.43,0.46,2,126,3,0,1,0,sales,2,0.102222222,0.934782609
1700,0.38,0.45,2,132,3,0,1,0,sales,2,0.1,0.844444444
1701,0.09,0.77,6,282,5,0,1,0,sales,2,0.308,0.116883117
1702,0.39,0.53,2,141,3,0,1,0,sales,2,0.117777778,0.735849057
1703,0.73,0.99,6,206,5,0,1,0,sales,2,0.396,0.737373737
1704,0.38,0.49,2,140,3,0,1,0,sales,2,0.108888889,0.775510204
1705,0.1,0.91,6,255,4,0,1,0,sales,2,0.455,0.10989011
1706,0.41,0.54,2,133,3,0,1,0,sales,2,0.12,0.759259259
1707,0.43,0.51,2,131,3,0,1,0,sales,2,0.113333333,0.843137255
1708,0.79,0.96,4,257,5,0,1,0,accounting,2,0.256,0.822916667
1709,0.1,0.81,6,269,4,0,1,0,accounting,2,0.405,0.12345679
1710,0.11,0.97,6,254,4,0,1,0,accounting,0,1.455,0.113402062
1711,0.42,0.5,2,143,3,0,1,0,hr,1,0.166666667,0.84
1712,0.36,0.51,2,157,3,0,1,0,hr,2,0.113333333,0.705882353
1713,0.63,0.93,5,163,3,0,1,0,hr,2,0.516666667,0.677419355
1714,0.41,0.56,2,133,3,0,1,0,hr,2,0.124444444,0.732142857
1715,0.36,0.46,2,157,3,0,1,0,technical,2,0.102222222,0.782608696
1716,0.1,0.9,6,301,5,0,1,0,technical,1,0.54,0.111111111
1717,0.11,0.96,6,310,4,0,1,0,technical,1,0.72,0.114583333
1718,0.44,0.54,2,133,3,0,1,0,technical,1,0.18,0.814814815
1719,0.77,0.96,5,249,6,0,1,0,technical,1,0.4,0.802083333
1720,0.91,1,4,251,6,0,1,0,technical,1,0.333333333,0.91
1721,0.26,0.46,2,242,3,0,1,0,technical,1,0.153333333,0.565217391
1722,0.81,0.93,5,265,6,0,1,0,technical,1,0.3875,0.870967742
1723,0.11,0.87,6,280,4,0,1,0,technical,1,0.6525,0.126436782
1724,0.92,0.89,4,241,5,0,1,0,technical,1,0.356,1.033707865
1725,0.1,0.86,5,253,4,0,1,0,technical,1,0.5375,0.11627907
1726,0.45,0.51,2,137,3,0,1,0,support,1,0.17,0.882352941
1727,0.11,0.94,6,266,4,0,1,0,support,1,0.705,0.117021277
1728,0.23,0.7,5,168,4,0,1,0,support,1,0.4375,0.328571429
1729,0.86,0.95,4,270,5,0,1,0,support,1,0.38,0.905263158
1730,0.44,0.55,2,141,3,0,1,0,support,1,0.183333333,0.8
1731,0.41,0.56,2,133,3,0,1,0,support,1,0.186666667,0.732142857
1732,0.84,0.97,5,256,5,0,1,0,support,1,0.485,0.865979381
1733,0.42,0.52,2,160,3,0,1,0,support,1,0.173333333,0.807692308
1734,0.11,0.88,7,275,4,0,1,0,support,1,0.77,0.125
1735,0.38,0.46,2,160,3,0,1,0,support,1,0.153333333,0.826086957
1736,0.11,0.96,7,244,4,0,1,0,support,1,0.84,0.114583333
1737,0.1,0.83,6,271,4,0,1,0,technical,2,0.415,0.120481928
1738,0.86,0.88,5,268,5,0,1,0,technical,2,0.293333333,0.977272727
1739,0.91,1,4,253,5,1,1,0,technical,2,0.266666667,0.91
1740,0.37,0.53,2,140,3,0,1,0,management,2,0.117777778,0.698113208
1741,0.46,0.5,2,146,3,0,1,0,IT,2,0.111111111,0.92
1742,0.1,0.89,6,259,5,0,1,0,IT,2,0.356,0.112359551
1743,0.37,0.46,2,127,3,0,1,0,IT,2,0.102222222,0.804347826
1744,0.4,0.48,2,161,3,0,1,0,IT,2,0.106666667,0.833333333
1745,0.09,0.78,6,260,4,0,1,0,IT,2,0.39,0.115384615
1746,0.11,0.89,6,272,4,0,1,0,product_mng,2,0.445,0.123595506
1747,0.39,0.48,2,159,3,0,1,0,product_mng,2,0.106666667,0.8125
1748,0.89,0.96,4,219,6,0,1,0,product_mng,2,0.213333333,0.927083333
1749,0.09,0.91,6,243,4,0,1,0,product_mng,0,1.365,0.098901099
1750,0.88,0.97,4,255,5,1,1,0,IT,1,0.388,0.907216495
1751,0.11,0.9,7,245,4,0,1,0,RandD,2,0.525,0.122222222
1752,0.1,0.95,6,264,5,0,1,0,RandD,2,0.38,0.105263158
1753,0.91,1,4,245,6,0,1,0,RandD,2,0.222222222,0.91
1754,0.44,0.52,2,137,3,0,1,0,RandD,2,0.115555556,0.846153846
1755,0.63,0.76,2,157,4,0,1,0,RandD,1,0.19,0.828947368
1756,0.1,0.87,7,247,4,0,1,0,marketing,1,0.76125,0.114942529
1757,0.36,0.51,2,144,3,0,1,0,sales,1,0.17,0.705882353
1758,0.45,0.51,2,149,3,0,1,0,accounting,1,0.17,0.882352941
1759,0.73,1,5,253,6,0,1,0,support,1,0.416666667,0.73
1760,0.37,0.55,2,140,3,0,1,0,technical,1,0.183333333,0.672727273
1761,0.09,0.85,7,307,4,0,1,0,management,1,0.74375,0.105882353
1762,0.41,0.71,3,205,4,0,1,0,marketing,1,0.26625,0.577464789
1763,0.72,1,5,234,5,0,1,0,marketing,1,0.5,0.72
1764,0.36,0.54,2,127,3,0,1,0,marketing,1,0.18,0.666666667
1765,0.9,1,4,229,5,0,1,0,sales,1,0.4,0.9
1766,0.44,0.56,2,141,3,0,1,0,sales,1,0.186666667,0.785714286
1767,0.78,0.95,4,260,5,0,1,0,sales,1,0.38,0.821052632
1768,0.37,0.52,2,141,3,0,1,0,sales,1,0.173333333,0.711538462
1769,0.4,0.47,2,144,3,1,1,0,sales,1,0.156666667,0.85106383
1770,0.84,1,5,250,5,0,1,0,sales,1,0.5,0.84
1771,0.09,0.86,6,245,4,0,1,0,sales,1,0.645,0.104651163
1772,0.83,0.93,4,269,5,0,1,0,sales,1,0.372,0.892473118
1773,0.11,0.87,6,273,4,0,1,0,sales,1,0.6525,0.126436782
1774,0.37,0.5,2,142,3,0,1,0,sales,1,0.166666667,0.74
1775,0.09,0.93,6,273,5,0,1,0,sales,1,0.558,0.096774194
1776,0.43,0.47,2,248,2,0,1,0,sales,2,0.156666667,0.914893617
1777,0.39,0.56,2,147,3,0,1,0,sales,2,0.124444444,0.696428571
1778,0.85,0.9,2,168,2,0,1,0,sales,2,0.3,0.944444444
1779,0.38,0.52,2,128,3,0,1,0,sales,2,0.115555556,0.730769231
1780,0.76,0.84,5,227,5,1,1,0,sales,2,0.28,0.904761905
1781,0.44,0.51,2,135,3,0,1,0,sales,2,0.113333333,0.862745098
1782,0.73,1,4,268,5,0,1,0,sales,2,0.266666667,0.73
1783,0.43,0.53,2,136,3,0,1,0,sales,2,0.117777778,0.811320755
1784,0.43,0.51,2,149,3,1,1,0,accounting,2,0.113333333,0.843137255
1785,0.09,0.96,7,264,4,0,1,0,accounting,2,0.56,0.09375
1786,0.43,0.53,2,143,3,0,1,0,accounting,2,0.117777778,0.811320755
1787,0.45,0.57,2,138,3,0,1,0,hr,2,0.126666667,0.789473684
1788,0.42,0.48,2,146,3,0,1,0,hr,0,0.32,0.875
1789,0.41,0.46,2,150,3,1,1,0,hr,1,0.153333333,0.891304348
1790,0.44,0.55,2,156,3,0,1,0,hr,2,0.122222222,0.8
1791,0.09,0.92,7,245,4,0,1,0,technical,2,0.536666667,0.097826087
1792,0.41,0.51,2,156,3,0,1,0,technical,2,0.113333333,0.803921569
1793,0.43,0.51,2,143,3,0,1,0,technical,2,0.113333333,0.843137255
1794,0.38,0.51,2,159,3,0,1,0,technical,1,0.17,0.745098039
1795,0.85,0.96,4,217,5,0,1,0,technical,1,0.384,0.885416667
1796,0.88,0.91,4,234,6,0,1,0,technical,1,0.303333333,0.967032967
1797,0.44,0.46,2,138,3,0,1,0,technical,1,0.153333333,0.956521739
1798,0.11,0.92,7,265,4,0,1,0,technical,1,0.805,0.119565217
1799,0.38,0.5,2,145,3,0,1,0,technical,1,0.166666667,0.76
1800,0.09,0.78,6,263,4,0,1,0,technical,1,0.585,0.115384615
1801,0.11,0.79,6,264,4,0,1,0,technical,1,0.5925,0.139240506
1802,0.11,0.88,6,253,4,0,1,0,support,1,0.66,0.125
1803,0.44,0.48,2,155,3,0,1,0,support,1,0.16,0.916666667
1804,0.38,0.51,2,137,3,0,1,0,support,1,0.17,0.745098039
1805,0.1,0.87,6,254,5,0,1,0,support,1,0.522,0.114942529
1806,0.45,0.57,2,143,3,0,1,0,support,1,0.19,0.789473684
1807,0.11,0.94,7,280,5,0,1,0,support,1,0.658,0.117021277
1808,0.36,0.48,2,136,3,0,1,0,support,1,0.16,0.75
1809,0.72,0.95,5,271,5,0,1,0,support,1,0.475,0.757894737
1810,0.43,0.48,2,157,3,0,1,0,support,1,0.16,0.895833333
1811,0.45,0.5,2,150,3,0,1,0,support,1,0.166666667,0.9
1812,0.4,0.53,2,127,3,0,1,0,support,1,0.176666667,0.754716981
1813,0.1,0.81,6,271,4,0,1,0,technical,1,0.6075,0.12345679
1814,0.83,0.93,5,257,5,0,1,0,technical,1,0.465,0.892473118
1815,0.11,0.8,7,305,4,0,1,0,technical,2,0.466666667,0.1375
1816,0.43,0.5,2,152,3,0,1,0,management,2,0.111111111,0.86
1817,0.38,0.5,2,144,3,0,1,0,IT,2,0.111111111,0.76
1818,0.83,1,5,269,5,0,1,0,IT,2,0.333333333,0.83
1819,0.11,0.82,7,285,4,0,1,0,IT,2,0.478333333,0.134146341
1820,0.43,0.52,2,136,3,0,1,0,IT,2,0.115555556,0.826923077
1821,0.11,0.88,6,294,4,0,1,0,IT,2,0.44,0.125
1822,0.43,0.46,2,157,3,0,1,0,product_mng,2,0.102222222,0.934782609
1823,0.1,0.89,6,280,4,0,1,0,product_mng,2,0.445,0.112359551
1824,0.44,0.51,2,152,3,0,1,0,product_mng,2,0.113333333,0.862745098
1825,0.82,0.91,5,276,6,0,1,0,product_mng,2,0.252777778,0.901098901
1826,0.1,0.86,6,247,4,0,1,0,IT,2,0.43,0.11627907
1827,0.1,0.95,5,286,4,0,1,0,RandD,0,1.1875,0.105263158
1828,0.3,0.89,5,257,5,0,1,0,RandD,1,0.445,0.337078652
1829,0.1,0.93,6,258,4,0,1,0,RandD,2,0.465,0.107526882
1830,0.39,0.5,2,151,3,0,1,0,RandD,2,0.111111111,0.78
1831,0.14,0.47,4,175,2,0,1,0,RandD,2,0.313333333,0.29787234
1832,0.82,0.92,4,252,5,0,1,0,marketing,2,0.245333333,0.891304348
1833,0.1,0.85,6,266,4,0,1,0,sales,1,0.6375,0.117647059
1834,0.09,0.9,6,295,4,0,1,0,accounting,1,0.675,0.1
1835,0.54,0.83,6,165,6,0,1,0,support,1,0.415,0.65060241
1836,0.61,0.58,2,264,4,0,1,0,technical,1,0.145,1.051724138
1837,0.1,0.79,6,275,4,0,1,0,management,1,0.5925,0.126582278
1838,0.1,0.9,6,299,4,0,1,0,marketing,1,0.675,0.111111111
1839,0.36,0.49,2,147,3,0,1,0,marketing,1,0.163333333,0.734693878
1840,0.1,0.97,7,306,4,0,1,0,marketing,1,0.84875,0.103092784
1841,0.84,1,5,242,5,0,1,0,sales,1,0.5,0.84
1842,0.38,0.51,2,159,3,0,1,0,sales,1,0.17,0.745098039
1843,0.41,0.49,2,147,3,0,1,0,sales,1,0.163333333,0.836734694
1844,0.37,0.51,2,154,3,1,1,0,sales,1,0.17,0.725490196
1845,0.43,0.56,2,129,3,0,1,0,sales,1,0.186666667,0.767857143
1846,0.46,0.53,2,161,3,0,1,0,sales,1,0.176666667,0.867924528
1847,0.09,0.84,6,269,4,0,1,0,sales,1,0.63,0.107142857
1848,0.78,0.86,5,274,5,0,1,0,sales,1,0.43,0.906976744
1849,0.45,0.53,2,159,3,0,1,0,sales,1,0.176666667,0.849056604
1850,0.42,0.47,2,135,3,0,1,0,sales,1,0.156666667,0.893617021
1851,0.46,0.53,2,147,3,0,1,0,sales,1,0.176666667,0.867924528
1852,0.39,0.49,2,142,3,0,1,0,sales,1,0.163333333,0.795918367
1853,0.36,0.51,2,130,3,0,1,0,sales,1,0.17,0.705882353
1854,0.43,0.53,2,147,3,0,1,0,sales,2,0.117777778,0.811320755
1855,0.85,0.87,5,246,5,1,1,0,sales,2,0.29,0.977011494
1856,0.11,0.92,6,281,4,0,1,0,sales,2,0.46,0.119565217
1857,0.11,0.9,6,253,4,0,1,0,sales,2,0.45,0.122222222
1858,0.38,0.47,2,128,3,0,1,0,sales,2,0.104444444,0.808510638
1859,0.43,0.57,2,129,3,0,1,0,sales,2,0.126666667,0.754385965
1860,0.75,1,5,223,6,0,1,0,accounting,2,0.277777778,0.75
1861,0.11,0.92,6,269,4,0,1,0,accounting,2,0.46,0.119565217
1862,0.1,0.9,7,269,4,0,1,0,accounting,2,0.525,0.111111111
1863,0.1,0.81,7,244,5,0,1,0,hr,2,0.378,0.12345679
1864,0.37,0.5,2,154,3,0,1,0,hr,2,0.111111111,0.74
1865,0.11,0.93,5,140,5,0,1,0,hr,2,0.31,0.11827957
1866,0.45,0.46,2,159,3,0,1,0,hr,0,0.306666667,0.97826087
1867,0.44,0.48,2,158,3,0,1,0,technical,1,0.16,0.916666667
1868,0.44,0.56,2,133,3,0,1,0,technical,2,0.124444444,0.785714286
1869,0.11,0.77,6,247,4,0,1,0,technical,2,0.385,0.142857143
1870,0.79,0.93,5,268,5,0,1,0,technical,2,0.31,0.849462366
1871,0.8,0.9,5,267,5,0,1,0,technical,2,0.3,0.888888889
1872,0.1,0.87,7,251,5,0,1,0,technical,1,0.609,0.114942529
1873,0.09,0.93,6,279,4,0,1,0,technical,1,0.6975,0.096774194
1874,0.7,0.84,6,161,4,0,1,0,technical,1,0.63,0.833333333
1875,0.72,0.84,4,256,5,0,1,0,technical,1,0.336,0.857142857
1876,0.11,0.8,6,304,4,0,1,0,technical,1,0.6,0.1375
1877,0.39,0.51,2,137,3,0,1,0,technical,1,0.17,0.764705882
1878,0.4,0.49,2,144,3,0,1,0,support,1,0.163333333,0.816326531
1879,0.43,0.54,2,142,3,0,1,0,support,1,0.18,0.796296296
1880,0.76,0.87,5,262,5,0,1,0,support,1,0.435,0.873563218
1881,0.4,0.48,2,142,3,0,1,0,support,1,0.16,0.833333333
1882,0.09,0.89,6,282,4,0,1,0,support,1,0.6675,0.101123596
1883,0.37,0.54,2,157,3,0,1,0,support,1,0.18,0.685185185
1884,0.87,0.91,5,228,5,0,1,0,support,1,0.455,0.956043956
1885,0.1,0.86,6,283,4,0,1,0,support,1,0.645,0.11627907
1886,0.11,0.86,6,286,4,0,1,0,support,1,0.645,0.127906977
1887,0.43,0.5,2,148,3,0,1,0,support,1,0.166666667,0.86
1888,0.1,0.81,6,245,4,0,1,0,support,1,0.6075,0.12345679
1889,0.11,0.95,6,279,4,0,1,0,technical,1,0.7125,0.115789474
1890,0.85,0.87,5,245,5,0,1,0,technical,1,0.435,0.977011494
1891,0.37,0.49,2,138,3,0,1,0,technical,1,0.163333333,0.755102041
1892,0.44,0.52,2,141,3,0,1,0,management,1,0.173333333,0.846153846
1893,0.1,0.83,7,302,5,0,1,0,IT,2,0.387333333,0.120481928
1894,0.11,0.89,6,268,4,0,1,0,IT,2,0.445,0.123595506
1895,0.87,0.88,5,240,5,0,1,0,IT,2,0.293333333,0.988636364
1896,0.39,0.49,2,127,3,0,1,0,IT,2,0.108888889,0.795918367
1897,0.1,0.94,7,264,4,0,1,0,IT,2,0.548333333,0.106382979
1898,0.44,0.53,2,155,3,0,1,0,product_mng,2,0.117777778,0.830188679
1899,0.4,0.49,2,143,3,0,1,0,product_mng,2,0.108888889,0.816326531
1900,0.76,0.98,5,217,6,0,1,0,product_mng,2,0.272222222,0.775510204
1901,0.46,0.55,2,147,3,0,1,0,product_mng,2,0.122222222,0.836363636
1902,0.9,0.92,4,271,5,0,1,0,IT,2,0.245333333,0.97826087
1903,0.85,0.87,4,273,5,0,1,0,RandD,2,0.232,0.977011494
1904,0.1,0.78,5,285,4,1,1,0,RandD,2,0.325,0.128205128
1905,0.43,0.49,2,131,3,0,1,0,RandD,0,0.326666667,0.87755102
1906,0.2,0.5,5,135,6,0,1,0,RandD,1,0.208333333,0.4
1907,0.81,0.92,5,239,5,0,1,0,RandD,2,0.306666667,0.880434783
1908,0.83,0.85,5,237,5,0,1,0,marketing,2,0.283333333,0.976470588
1909,0.14,0.75,4,277,5,1,1,0,sales,2,0.2,0.186666667
1910,0.1,0.84,5,303,5,0,1,0,accounting,2,0.28,0.119047619
1911,0.91,0.98,4,242,6,0,1,0,support,1,0.326666667,0.928571429
1912,0.37,0.57,2,158,3,0,1,0,technical,1,0.19,0.649122807
1913,0.42,0.57,2,147,3,1,1,0,management,1,0.19,0.736842105
1914,0.39,0.68,2,282,5,0,1,0,marketing,1,0.136,0.573529412
1915,0.39,0.54,2,154,3,0,1,0,marketing,1,0.18,0.722222222
1916,0.44,0.52,2,149,3,0,1,0,marketing,1,0.173333333,0.846153846
1917,0.37,0.45,2,149,3,0,1,0,sales,1,0.15,0.822222222
1918,0.39,0.53,2,146,3,0,1,0,sales,1,0.176666667,0.735849057
1919,0.72,0.94,4,258,5,0,1,0,sales,1,0.376,0.765957447
1920,0.37,0.49,2,148,3,0,1,0,sales,1,0.163333333,0.755102041
1921,0.82,0.94,5,236,5,0,1,0,sales,1,0.47,0.872340426
1922,0.42,0.52,2,134,3,0,1,0,sales,1,0.173333333,0.807692308
1923,0.59,1,2,155,5,0,1,0,sales,1,0.2,0.59
1924,0.82,0.86,5,257,5,0,1,0,sales,1,0.43,0.953488372
1925,0.73,0.97,6,189,2,0,1,0,sales,1,1.455,0.75257732
1926,0.78,0.66,3,164,3,0,1,0,sales,1,0.33,1.181818182
1927,0.09,0.95,6,271,4,0,1,0,sales,1,0.7125,0.094736842
1928,0.1,0.97,6,280,4,0,1,0,sales,1,0.7275,0.103092784
1929,0.45,0.46,2,149,3,0,1,0,sales,1,0.153333333,0.97826087
1930,0.83,0.81,5,219,5,0,1,0,sales,1,0.405,1.024691358
1931,0.43,0.51,2,128,3,0,1,0,sales,1,0.17,0.843137255
1932,0.4,0.47,2,128,3,0,1,0,sales,2,0.104444444,0.85106383
1933,0.43,0.46,2,157,3,0,1,0,sales,2,0.102222222,0.934782609
1934,0.78,0.93,4,225,5,0,1,0,sales,2,0.248,0.838709677
1935,0.39,0.45,2,140,3,0,1,0,sales,2,0.1,0.866666667
1936,0.11,0.97,6,310,4,0,1,0,accounting,2,0.485,0.113402062
1937,0.36,0.52,2,143,3,0,1,0,accounting,2,0.115555556,0.692307692
1938,0.36,0.54,2,153,3,0,1,0,accounting,2,0.12,0.666666667
1939,0.1,0.79,7,310,4,0,1,0,hr,2,0.460833333,0.126582278
1940,0.4,0.47,2,136,3,0,1,0,hr,2,0.104444444,0.85106383
1941,0.81,0.85,4,251,6,0,1,0,hr,2,0.188888889,0.952941176
1942,0.4,0.47,2,144,3,0,1,0,hr,2,0.104444444,0.85106383
1943,0.09,0.93,6,296,4,0,1,0,technical,2,0.465,0.096774194
1944,0.76,0.89,5,238,5,0,1,0,technical,0,0.89,0.853932584
1945,0.73,0.93,5,162,4,0,1,0,technical,1,0.58125,0.784946237
1946,0.38,0.49,2,137,3,0,1,0,technical,2,0.108888889,0.775510204
1947,0.72,0.84,5,257,5,0,1,0,technical,2,0.28,0.857142857
1948,0.4,0.56,2,148,3,0,1,0,technical,2,0.124444444,0.714285714
1949,0.91,0.99,5,254,5,0,1,0,technical,2,0.33,0.919191919
1950,0.85,0.85,4,247,6,0,1,0,technical,1,0.283333333,1
1951,0.9,0.7,5,206,4,0,1,0,technical,1,0.4375,1.285714286
1952,0.46,0.55,2,145,3,0,1,0,technical,1,0.183333333,0.836363636
1953,0.43,0.57,2,159,3,1,1,0,technical,1,0.19,0.754385965
1954,0.89,0.88,5,228,5,1,1,0,support,1,0.44,1.011363636
1955,0.09,0.81,6,257,4,0,1,0,support,1,0.6075,0.111111111
1956,0.4,0.48,2,155,3,0,1,0,support,1,0.16,0.833333333
1957,0.76,0.83,6,293,6,0,1,0,support,1,0.415,0.915662651
1958,0.4,0.57,2,151,3,0,1,0,support,1,0.19,0.701754386
1959,0.37,0.48,2,160,3,0,1,0,support,1,0.16,0.770833333
1960,0.37,0.53,2,143,3,0,1,0,support,1,0.176666667,0.698113208
1961,0.11,0.96,6,280,4,0,1,0,support,1,0.72,0.114583333
1962,0.37,0.52,2,158,3,0,1,0,support,1,0.173333333,0.711538462
1963,0.09,0.89,7,310,4,0,1,0,support,1,0.77875,0.101123596
1964,0.88,0.86,5,258,5,0,1,0,support,1,0.43,1.023255814
1965,0.84,0.94,5,262,5,0,1,0,technical,1,0.47,0.893617021
1966,0.1,0.98,6,265,4,0,1,0,technical,1,0.735,0.102040816
1967,0.41,0.47,2,143,3,1,1,0,technical,1,0.156666667,0.872340426
1968,0.84,0.91,5,232,6,0,1,0,management,1,0.379166667,0.923076923
1969,0.41,0.55,2,161,3,0,1,0,IT,1,0.183333333,0.745454545
1970,0.53,0.76,5,132,6,0,1,0,IT,1,0.316666667,0.697368421
1971,0.42,0.47,2,139,3,1,1,0,IT,2,0.104444444,0.893617021
1972,0.36,0.5,2,131,3,0,1,0,IT,2,0.111111111,0.72
1973,0.38,0.52,2,161,3,0,1,0,IT,2,0.115555556,0.730769231
1974,0.36,0.48,2,152,3,0,1,0,product_mng,2,0.106666667,0.75
