empId,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,ROI,Risk,color_risk
4786,0.73,0.93,4,162,2,1,0,0,support,2,324,1.273972603,0
4787,0.87,0.9,4,163,2,0,0,0,support,2,326,1.034482759,0
4788,0.93,0.74,2,169,4,0,0,0,support,1,84,0.795698925,0
4789,0.97,0.91,4,257,3,1,0,0,technical,1,342,0.93814433,0
4790,0.7,0.54,4,150,4,0,0,0,technical,1,150,0.771428571,0
4791,0.66,0.95,4,183,3,0,0,0,technical,1,244,1.439393939,0
4792,0.62,0.66,3,208,3,0,0,0,management,1,208,1.064516129,0
4793,0.56,0.52,4,158,2,0,0,0,IT,1,316,0.928571429,0
4794,0.32,0.72,2,240,5,0,0,0,IT,1,96,2.25,0
4795,0.55,0.81,5,251,3,0,0,0,IT,1,418,1.472727273,5
4796,0.69,0.91,5,205,2,0,0,0,IT,1,512,1.31884058,0
4797,0.91,0.63,4,226,3,1,0,0,IT,1,301,0.692307692,0
4798,0.33,0.82,5,249,6,0,0,0,product_mng,1,207,2.484848485,0
4799,0.37,0.74,2,197,3,0,0,0,product_mng,1,131,2,0
4800,0.95,0.57,5,216,3,0,0,0,product_mng,1,360,0.6,0
4801,0.17,0.91,4,260,5,0,0,0,product_mng,1,208,5.352941176,0
4802,0.95,0.53,4,263,3,0,0,0,IT,1,350,0.557894737,0
4803,0.27,0.69,2,177,5,0,0,0,RandD,1,70,2.555555556,0
4804,0.91,0.95,4,171,3,0,0,0,RandD,1,228,1.043956044,0
4805,0.49,0.61,3,148,2,1,0,0,RandD,1,222,1.244897959,0
4806,0.6,0.56,4,138,3,0,0,0,RandD,1,184,0.933333333,0
4807,0.52,0.57,4,183,3,0,0,0,RandD,1,244,1.096153846,0
4808,0.54,0.65,3,202,3,0,0,0,marketing,1,202,1.203703704,0
4809,0.86,0.53,4,160,2,1,0,0,sales,2,320,0.61627907,0
4810,0.78,0.87,4,264,3,0,0,0,accounting,2,352,1.115384615,0
4811,0.6,0.81,4,245,3,1,0,0,support,2,326,1.35,0
4812,0.15,0.91,2,207,3,0,0,0,technical,2,138,6.066666667,0
4813,0.72,0.92,3,225,3,0,0,0,management,2,225,1.277777778,0
4814,0.94,0.85,4,236,2,0,0,0,marketing,2,472,0.904255319,0
4815,0.92,0.56,4,170,3,0,0,0,marketing,2,226,0.608695652,0
4816,0.6,0.88,3,261,3,1,0,0,marketing,2,261,1.466666667,0
4817,0.41,0.68,4,273,3,0,0,0,sales,2,364,1.658536585,5
4818,0.5,0.43,3,184,2,0,0,0,sales,2,276,0.86,0
4819,0.8,0.91,3,202,2,0,0,0,sales,2,303,1.1375,0
4820,0.67,0.83,4,195,3,0,0,0,sales,2,260,1.23880597,0
4821,0.71,0.88,4,266,3,0,0,0,sales,0,354,1.23943662,0
4822,0.66,0.85,3,266,5,0,0,0,sales,1,159,1.287878788,0
4823,0.77,0.74,5,263,2,0,0,0,sales,2,657,0.961038961,0
4824,0.62,0.54,3,142,2,0,0,0,sales,2,213,0.870967742,0
4825,0.95,0.53,4,162,3,0,0,0,sales,2,216,0.557894737,0
4826,0.89,0.75,5,258,2,0,0,0,sales,2,645,0.842696629,0
4827,0.74,0.83,4,170,2,0,0,0,sales,1,340,1.121621622,0
4828,0.19,0.8,4,249,5,0,0,0,sales,1,199,4.210526316,0
4829,0.83,0.77,3,171,3,0,0,0,sales,1,171,0.927710843,0
4830,0.53,0.64,2,177,4,0,0,0,sales,1,88,1.20754717,0
4831,0.98,0.75,5,188,2,0,0,0,sales,1,470,0.765306122,0
4832,0.74,0.99,5,146,2,0,0,0,sales,1,365,1.337837838,0
4833,0.22,0.88,5,154,5,0,0,0,sales,1,154,4,0
4834,0.76,0.68,4,204,3,1,0,0,sales,1,272,0.894736842,0
4835,0.89,0.91,5,224,3,1,0,0,sales,1,373,1.02247191,0
4836,0.5,0.84,3,156,4,0,0,0,accounting,1,117,1.68,0
4837,0.17,0.82,6,259,4,0,0,0,accounting,1,388,4.823529412,5
4838,0.46,0.38,6,165,3,0,0,0,accounting,1,330,0.826086957,0
4839,0.68,0.78,3,264,3,0,0,0,hr,1,264,1.147058824,0
4840,0.77,0.86,4,215,2,0,0,0,hr,1,430,1.116883117,0
4841,0.68,0.83,3,133,3,0,0,0,hr,1,133,1.220588235,0
4842,0.15,0.7,4,220,4,0,0,0,hr,1,220,4.666666667,0
4843,0.7,0.98,4,176,5,0,0,0,technical,1,140,1.4,0
4844,0.66,0.96,4,103,2,0,0,0,technical,1,206,1.454545455,0
4845,0.54,0.52,5,155,3,0,0,0,technical,1,258,0.962962963,0
4846,0.57,0.57,4,141,3,0,0,0,technical,1,188,1,0
4847,0.78,0.58,3,150,3,1,0,0,technical,1,150,0.743589744,0
4848,0.14,0.83,5,171,6,0,0,0,technical,2,142,5.928571429,0
4849,0.73,0.86,4,179,3,0,0,0,technical,2,238,1.178082192,0
4850,0.65,0.97,4,145,2,0,0,0,technical,2,290,1.492307692,0
4851,0.31,0.59,3,176,3,0,0,0,technical,2,176,1.903225806,0
4852,0.77,0.55,2,172,2,0,0,0,technical,2,172,0.714285714,0
4853,0.68,0.85,3,243,4,0,0,0,technical,2,182,1.25,0
4854,0.79,0.69,4,209,2,0,0,0,support,2,418,0.873417722,0
4855,0.92,0.62,4,196,3,0,0,0,support,2,261,0.673913043,0
4856,0.77,0.96,6,225,4,0,0,0,support,2,337,1.246753247,0
4857,0.48,0.89,3,261,2,0,0,0,support,2,391,1.854166667,5
4858,0.63,0.66,4,157,2,0,0,0,support,2,314,1.047619048,0
4859,0.92,0.49,5,259,3,1,0,0,support,2,431,0.532608696,0
4860,0.5,0.85,4,224,6,0,0,0,support,0,149,1.7,0
4861,0.52,0.91,5,193,2,0,0,0,support,1,482,1.75,5
4862,0.73,0.79,4,157,3,0,0,0,support,2,209,1.082191781,0
4863,0.99,0.87,4,223,3,0,0,0,support,2,297,0.878787879,0
4864,0.91,0.99,3,188,3,1,0,0,support,2,188,1.087912088,0
4865,0.85,0.79,3,217,2,0,0,0,technical,2,325,0.929411765,0
4866,0.95,0.69,4,207,2,1,0,0,technical,1,414,0.726315789,0
4867,0.67,0.85,3,153,4,0,0,0,technical,1,114,1.268656716,0
4868,0.86,0.55,3,269,2,0,0,0,management,1,403,0.639534884,0
4869,0.71,0.54,4,198,3,0,0,0,IT,1,264,0.76056338,0
4870,0.99,0.95,4,102,5,0,0,0,IT,1,81,0.95959596,0
4871,0.57,0.61,3,167,2,1,0,0,IT,1,250,1.070175439,0
4872,0.98,0.72,3,252,2,0,0,0,IT,1,378,0.734693878,0
4873,0.62,0.58,3,192,2,0,0,0,IT,1,288,0.935483871,0
4874,0.74,0.79,5,237,4,0,0,0,product_mng,1,296,1.067567568,0
4875,0.7,0.6,4,158,3,0,0,0,product_mng,1,210,0.857142857,0
4876,0.8,0.93,3,260,3,0,0,0,product_mng,1,260,1.1625,0
4877,0.65,0.69,4,153,3,0,0,0,product_mng,1,204,1.061538462,0
4878,0.53,0.52,3,233,4,0,0,0,IT,1,174,0.981132075,0
4879,0.43,0.62,2,180,3,0,0,0,RandD,1,120,1.441860465,0
4880,0.59,0.65,4,163,3,1,0,0,RandD,1,217,1.101694915,0
4881,0.16,0.96,6,211,6,1,0,0,RandD,1,211,6,0
4882,0.84,0.8,3,151,3,1,0,0,RandD,1,151,0.952380952,0
4883,0.78,0.95,3,249,4,0,0,0,RandD,1,186,1.217948718,0
4884,0.66,0.91,5,199,3,1,0,0,marketing,1,331,1.378787879,0
4885,0.7,0.74,4,247,2,0,0,0,sales,1,494,1.057142857,0
4886,0.73,0.63,4,174,3,0,0,0,accounting,1,232,0.863013699,0
4887,0.65,0.88,4,268,4,0,0,0,support,2,268,1.353846154,0
4888,0.79,0.59,5,197,4,0,0,0,technical,2,246,0.746835443,0
4889,0.57,0.68,4,154,3,1,0,0,management,2,205,1.192982456,0
4890,0.24,0.58,5,279,4,0,0,0,marketing,2,348,2.416666667,5
4891,0.95,0.78,3,204,2,1,0,0,marketing,2,306,0.821052632,0
4892,0.38,0.54,2,112,3,0,0,0,marketing,2,74,1.421052632,0
4893,0.9,0.78,4,261,2,1,0,0,sales,2,522,0.866666667,0
4894,0.5,0.4,3,180,4,0,0,0,sales,2,135,0.8,0
4895,0.68,0.61,3,261,5,0,0,0,sales,2,156,0.897058824,0
4896,0.5,0.78,6,138,3,0,0,0,sales,2,276,1.56,0
4897,0.85,0.81,4,164,4,0,0,0,sales,2,164,0.952941176,0
4898,0.95,0.52,3,144,3,0,0,0,sales,2,144,0.547368421,0
4899,0.92,0.92,3,244,2,0,0,0,sales,0,366,1,0
4900,0.83,0.87,5,233,3,0,0,0,sales,1,388,1.048192771,0
4901,0.9,0.78,4,225,2,1,0,0,sales,2,450,0.866666667,0
4902,0.21,0.77,6,215,4,0,0,0,sales,2,322,3.666666667,0
4903,0.94,0.86,3,223,4,0,0,0,sales,2,167,0.914893617,0
4904,0.7,0.85,4,232,3,0,0,0,sales,2,309,1.214285714,0
4905,0.54,0.76,3,157,4,0,0,0,sales,1,117,1.407407407,0
4906,0.77,0.65,4,268,3,0,0,0,sales,1,357,0.844155844,0
4907,0.62,0.49,3,158,2,0,0,0,sales,1,237,0.790322581,0
4908,0.93,0.55,5,222,2,0,0,0,sales,1,555,0.591397849,0
4909,0.81,0.86,3,210,3,0,0,0,sales,1,210,1.061728395,0
4910,0.99,0.79,4,133,2,0,0,0,sales,1,266,0.797979798,0
4911,0.78,0.49,3,224,3,0,0,0,sales,1,224,0.628205128,0
4912,0.66,0.63,5,264,5,0,0,0,accounting,1,264,0.954545455,0
4913,0.9,0.72,5,237,2,0,0,0,accounting,1,592,0.8,0
4914,0.74,0.53,5,141,2,0,0,0,accounting,1,352,0.716216216,0
4915,0.65,0.78,4,238,5,1,0,0,hr,1,190,1.2,0
4916,0.99,0.52,4,167,3,0,0,0,hr,1,222,0.525252525,0
4917,0.83,0.72,4,161,3,0,0,0,hr,1,214,0.86746988,0
4918,0.6,0.82,4,194,3,0,0,0,hr,1,258,1.366666667,0
4919,0.55,0.93,3,217,3,1,0,0,technical,1,217,1.690909091,0
4920,0.96,0.71,3,170,3,0,0,0,technical,1,170,0.739583333,0
4921,0.83,0.94,4,243,3,0,0,0,technical,1,324,1.13253012,0
4922,0.95,0.7,4,267,3,1,0,0,technical,1,356,0.736842105,0
4923,0.77,0.88,2,169,3,0,0,0,technical,2,112,1.142857143,0
4924,0.83,0.95,3,255,3,0,0,0,technical,2,255,1.144578313,0
4925,0.87,0.54,4,211,3,0,0,0,technical,2,281,0.620689655,0
4926,0.69,0.49,3,198,4,0,0,0,technical,2,148,0.710144928,0
4927,0.67,0.58,3,246,3,0,0,0,technical,2,246,0.865671642,0
4928,0.55,0.49,3,146,2,0,0,0,technical,2,219,0.890909091,0
4929,0.55,0.82,4,134,6,0,0,0,technical,2,89,1.490909091,0
4930,0.39,0.48,3,169,3,0,0,0,support,2,169,1.230769231,0
4931,0.51,0.93,5,232,3,0,0,0,support,2,386,1.823529412,5
4932,0.39,0.38,2,106,3,1,0,0,support,2,70,0.974358974,0
4933,0.96,0.93,4,260,3,0,0,0,support,2,346,0.96875,0
4934,0.68,0.81,3,232,2,0,0,0,support,2,348,1.191176471,0
4935,0.67,0.71,4,173,3,0,0,0,support,0,230,1.059701493,0
4936,0.68,0.44,5,152,5,0,0,0,support,1,152,0.647058824,0
4937,0.56,0.58,3,173,3,0,0,0,support,2,173,1.035714286,0
4938,0.9,0.7,3,274,3,0,0,0,support,2,274,0.777777778,0
4939,0.69,0.59,3,233,3,0,0,0,support,2,233,0.855072464,0
4940,0.99,0.71,4,232,3,0,0,0,support,2,309,0.717171717,0
4941,0.42,0.59,3,156,2,0,0,0,technical,1,234,1.404761905,0
4942,0.28,0.51,3,124,3,0,0,0,technical,1,124,1.821428571,0
4943,0.55,0.65,3,207,3,0,0,0,technical,1,207,1.181818182,0
4944,0.91,0.53,3,273,6,0,0,0,management,1,136,0.582417582,0
4945,0.53,0.98,3,219,4,0,0,0,IT,1,164,1.849056604,0
4946,0.87,0.74,4,207,3,0,0,0,IT,1,276,0.850574713,0
4947,0.57,0.6,4,248,4,0,0,0,IT,1,248,1.052631579,0
4948,0.59,0.77,3,169,3,0,0,0,IT,1,169,1.305084746,0
4949,0.76,0.89,4,181,3,0,0,0,IT,1,241,1.171052632,0
4950,0.59,0.42,3,196,3,0,0,0,product_mng,1,196,0.711864407,0
4951,0.5,0.54,3,254,2,0,0,0,product_mng,1,381,1.08,0
4952,0.55,0.55,4,191,4,0,0,0,product_mng,1,191,1,0
4953,0.92,0.53,3,238,2,0,0,0,product_mng,1,357,0.576086957,0
4954,0.8,0.51,5,196,3,0,0,0,IT,1,326,0.6375,0
4955,0.93,0.66,4,228,3,0,0,0,RandD,1,304,0.709677419,0
4956,0.67,0.57,4,165,3,0,0,0,RandD,1,220,0.850746269,0
4957,0.78,0.55,3,144,2,0,0,0,RandD,1,216,0.705128205,0
4958,0.61,0.7,4,243,3,0,0,0,RandD,1,324,1.147540984,0
4959,0.74,0.84,3,206,3,0,0,0,RandD,1,206,1.135135135,0
4960,0.5,0.49,3,180,3,1,0,0,marketing,1,180,0.98,0
4961,0.84,0.96,3,161,2,1,0,0,sales,1,241,1.142857143,0
4962,0.89,0.55,4,196,2,0,0,0,accounting,2,392,0.617977528,0
4963,0.77,0.89,5,152,3,0,0,0,support,2,253,1.155844156,0
4964,0.64,0.71,3,231,4,0,0,0,technical,2,173,1.109375,0
4965,0.77,0.89,2,215,5,1,0,0,management,2,86,1.155844156,0
4966,0.74,0.58,4,233,4,0,0,0,marketing,2,233,0.783783784,0
4967,0.88,0.96,4,155,2,0,0,0,marketing,2,310,1.090909091,0
4968,0.88,0.96,5,182,4,1,0,0,marketing,2,227,1.090909091,0
4969,0.89,0.88,3,165,4,0,0,0,sales,2,123,0.988764045,0
4970,0.74,0.59,2,257,4,1,0,0,sales,2,128,0.797297297,0
4971,0.63,0.74,4,155,2,0,0,0,sales,2,310,1.174603175,0
4972,0.63,0.8,4,243,2,0,0,0,sales,2,486,1.26984127,0
4973,0.68,0.92,2,184,4,0,0,0,sales,2,92,1.352941176,0
4974,0.14,0.81,4,138,3,1,0,0,sales,0,184,5.785714286,0
4975,0.86,0.94,5,209,4,0,0,0,sales,1,261,1.093023256,0
4976,0.73,0.53,3,205,2,0,0,0,sales,2,307,0.726027397,0
4977,0.57,0.56,3,191,3,0,0,0,sales,2,191,0.98245614,0
4978,0.97,0.75,5,270,3,1,0,0,sales,2,450,0.773195876,0
4979,0.67,0.36,4,97,4,0,0,0,sales,2,97,0.537313433,0
4980,0.89,0.74,4,174,2,0,0,0,sales,1,348,0.831460674,0
4981,0.8,0.96,5,124,3,0,0,0,sales,1,206,1.2,0
4982,0.3,0.51,2,178,3,0,0,0,sales,1,118,1.7,0
4983,0.14,0.73,5,266,6,0,0,0,sales,1,221,5.214285714,0
4984,0.91,0.8,4,181,3,0,0,0,sales,1,241,0.879120879,0
4985,0.49,0.81,4,233,3,0,0,0,sales,1,310,1.653061224,0
4986,0.57,0.68,3,254,4,0,0,0,sales,1,190,1.192982456,0
4987,0.59,0.62,3,219,3,0,0,0,sales,1,219,1.050847458,0
4988,0.5,0.7,5,166,2,0,0,0,accounting,1,415,1.4,0
4989,0.69,0.97,3,158,2,0,0,0,accounting,1,237,1.405797101,0
4990,0.81,0.68,3,151,3,0,0,0,accounting,1,151,0.839506173,0
4991,0.79,0.82,3,98,3,1,0,0,hr,1,98,1.037974684,0
4992,0.55,0.91,4,187,4,1,0,0,hr,1,187,1.654545455,0
4993,0.92,0.62,4,266,2,0,0,0,hr,1,532,0.673913043,0
4994,0.94,0.59,5,250,3,0,0,0,hr,1,416,0.627659574,0
4995,0.67,0.55,5,193,3,0,0,0,technical,1,321,0.820895522,0
4996,0.53,0.92,4,223,3,1,0,0,technical,1,297,1.735849057,0
4997,0.77,0.59,5,189,5,0,0,0,technical,1,189,0.766233766,0
4998,0.57,0.82,5,138,3,0,0,0,technical,1,230,1.438596491,0
4999,0.64,0.97,4,268,2,0,0,0,technical,1,536,1.515625,5
5000,0.35,1,6,186,2,0,0,0,technical,1,558,2.857142857,5
5001,0.66,0.71,3,136,3,1,0,0,technical,2,136,1.075757576,0
5002,0.59,0.84,4,245,3,0,0,0,technical,2,326,1.423728814,0
5003,0.49,0.93,4,184,3,0,0,0,technical,2,245,1.897959184,0
5004,0.91,0.99,5,152,3,0,0,0,technical,2,253,1.087912088,0
5005,0.12,0.6,2,194,4,0,0,0,technical,2,97,5,0
5006,0.74,0.68,3,242,5,1,0,0,support,2,145,0.918918919,0
5007,0.84,0.94,4,246,2,1,0,0,support,2,492,1.119047619,0
5008,0.51,0.99,4,211,3,0,0,0,support,2,281,1.941176471,0
5009,0.94,0.71,4,189,3,0,0,0,support,2,252,0.755319149,0
5010,0.74,0.66,3,254,2,0,0,0,support,2,381,0.891891892,0
5011,0.52,0.54,5,239,3,0,0,0,support,2,398,1.038461538,0
5012,0.31,0.92,4,133,6,0,0,0,support,2,88,2.967741935,0
5013,0.72,0.59,3,255,2,0,0,0,support,0,382,0.819444444,0
5014,0.92,1,3,212,2,0,0,0,support,1,318,1.086956522,0
5015,0.56,0.64,3,270,3,0,0,0,support,2,270,1.142857143,0
5016,0.76,0.45,5,177,6,0,0,0,support,2,147,0.592105263,0
5017,0.59,0.9,4,261,4,0,0,0,technical,2,261,1.525423729,0
5018,0.5,0.74,3,220,3,0,0,0,technical,2,220,1.48,0
5019,0.88,0.72,2,144,4,1,0,0,technical,1,72,0.818181818,0
5020,0.86,0.49,4,274,2,0,0,0,management,1,548,0.569767442,0
5021,0.66,0.99,4,195,3,0,0,0,IT,1,260,1.5,0
5022,0.7,0.69,4,158,3,0,0,0,IT,1,210,0.985714286,0
5023,0.98,0.93,5,145,4,0,0,0,IT,1,181,0.948979592,0
5024,0.61,0.73,3,165,3,1,0,0,IT,1,165,1.196721311,0
5025,0.57,0.66,4,270,2,0,0,0,IT,1,540,1.157894737,0
5026,0.84,0.91,5,208,3,0,0,0,product_mng,1,346,1.083333333,0
5027,0.76,0.4,2,245,5,0,0,0,product_mng,2,98,0.526315789,0
5028,0.64,0.99,4,180,4,0,0,0,product_mng,2,180,1.546875,0
5029,0.87,0.7,5,225,3,0,0,0,product_mng,2,375,0.804597701,0
5030,0.62,0.69,3,261,2,0,0,0,IT,2,391,1.112903226,0
5031,0.16,0.99,3,213,6,1,0,1,RandD,2,106,6.1875,0
5032,0.83,0.87,3,230,3,0,0,1,RandD,2,230,1.048192771,0
5033,0.36,0.59,2,198,2,0,0,1,RandD,2,198,1.638888889,0
5034,0.47,0.51,6,190,5,0,0,1,RandD,2,228,1.085106383,0
5035,0.54,0.51,4,137,4,0,0,1,RandD,2,137,0.944444444,0
5036,0.83,0.83,3,186,3,1,0,1,marketing,2,186,1,0
5037,0.96,0.68,4,137,2,0,0,1,sales,2,274,0.708333333,0
5038,0.91,0.74,5,192,3,0,0,1,accounting,2,320,0.813186813,0
5039,0.56,0.59,4,164,3,0,0,1,support,2,218,1.053571429,0
5040,0.73,0.66,6,195,3,0,0,1,technical,2,390,0.904109589,0
5041,0.97,0.63,4,151,3,0,0,1,management,2,201,0.649484536,0
5042,0.75,0.74,5,231,3,0,0,1,marketing,2,385,0.986666667,0
5043,0.49,0.76,3,257,2,1,0,0,marketing,2,385,1.551020408,5
5044,0.57,0.94,4,257,3,0,0,0,marketing,2,342,1.649122807,5
5045,0.41,0.58,5,274,2,1,0,0,sales,2,685,1.414634146,0
5046,0.53,0.7,3,138,2,0,0,0,sales,2,207,1.320754717,0
5047,0.93,0.6,4,184,3,0,0,0,sales,2,245,0.64516129,0
5048,0.58,0.9,3,151,3,0,0,0,sales,2,151,1.551724138,0
5049,0.6,0.54,3,265,3,1,0,0,sales,2,265,0.9,0
5050,0.74,0.8,4,241,2,0,0,0,sales,2,482,1.081081081,0
5051,0.62,0.52,3,148,3,0,0,0,sales,2,148,0.838709677,0
5052,0.7,0.76,5,165,3,0,0,0,sales,2,275,1.085714286,0
5053,0.93,0.75,3,243,2,0,0,0,sales,2,364,0.806451613,0
5054,0.75,0.9,4,197,2,0,0,0,sales,2,394,1.2,0
5055,0.95,0.48,5,214,6,1,0,1,sales,2,178,0.505263158,0
5056,0.43,0.98,4,164,3,0,0,1,sales,2,218,2.279069767,0
5057,0.77,0.58,4,243,4,1,0,1,sales,2,243,0.753246753,0
5058,0.67,1,4,145,3,1,0,1,sales,2,193,1.492537313,0
5059,0.51,0.72,4,163,4,0,0,1,sales,2,163,1.411764706,0
5060,0.94,0.53,5,257,2,0,0,1,sales,2,642,0.563829787,0
5061,0.9,0.85,3,253,3,0,0,0,sales,2,253,0.944444444,0
5062,0.8,0.78,4,234,3,0,0,0,sales,2,312,0.975,0
5063,0.34,0.89,5,266,6,0,0,0,sales,2,221,2.617647059,0
5064,0.45,0.53,3,181,4,1,0,0,accounting,1,135,1.177777778,0
5065,0.97,0.66,4,193,4,0,0,0,accounting,1,193,0.680412371,0
5066,0.5,0.48,3,163,4,0,0,0,accounting,1,122,0.96,0
5067,0.89,0.62,5,144,2,0,0,0,hr,1,360,0.696629213,0
5068,0.76,0.5,4,245,3,0,0,0,hr,1,326,0.657894737,0
5069,0.66,0.84,4,197,2,0,0,0,hr,1,394,1.272727273,0
5070,0.74,0.63,3,180,2,0,0,0,hr,1,270,0.851351351,0
5071,0.69,0.74,4,237,3,0,0,0,technical,1,316,1.072463768,0
5072,0.59,0.57,2,170,3,0,0,0,technical,1,113,0.966101695,0
5073,1,0.85,3,150,3,0,0,0,technical,1,150,0.85,0
5074,0.61,0.75,2,100,4,0,0,0,technical,1,50,1.229508197,0
5075,0.98,0.42,5,226,3,0,0,0,technical,1,376,0.428571429,0
5076,0.59,0.71,5,222,3,0,0,0,technical,1,370,1.203389831,0
5077,0.22,0.69,4,182,6,0,0,0,technical,1,121,3.136363636,0
5078,0.71,0.95,3,150,2,0,0,0,technical,1,225,1.338028169,0
5079,0.86,0.53,4,244,3,0,0,0,technical,2,325,0.61627907,0
5080,0.65,0.59,5,271,3,0,0,0,technical,2,451,0.907692308,0
5081,0.93,0.67,5,167,3,0,0,0,technical,2,278,0.720430108,0
5082,0.49,0.69,2,128,2,0,0,0,support,2,128,1.408163265,0
5083,0.78,0.77,3,149,4,1,0,0,support,2,111,0.987179487,0
5084,0.62,0.7,4,141,4,0,0,0,support,2,141,1.129032258,0
5085,0.72,0.63,3,149,2,0,0,0,support,2,223,0.875,0
5086,0.7,0.56,4,107,6,0,0,0,support,2,71,0.8,0
5087,0.54,0.93,5,189,2,0,0,0,support,2,472,1.722222222,5
5088,0.61,0.95,4,169,4,0,0,0,support,2,169,1.557377049,0
5089,0.84,0.95,4,208,3,1,0,0,support,2,277,1.130952381,0
5090,0.8,0.58,3,197,3,0,0,0,support,2,197,0.725,0
5091,0.58,0.5,4,225,3,0,0,0,support,0,300,0.862068966,0
5092,0.97,0.87,2,175,6,0,0,0,support,0,58,0.896907216,0
5093,0.92,0.55,3,172,2,0,0,0,technical,0,258,0.597826087,0
5094,0.96,0.51,3,237,4,0,0,0,technical,0,177,0.53125,0
5095,0.73,0.87,4,155,3,1,0,0,technical,0,206,1.191780822,0
5096,0.73,0.71,4,148,3,0,0,0,management,0,197,0.97260274,0
5097,0.53,0.83,4,246,3,0,0,0,IT,0,328,1.566037736,0
5098,0.17,0.82,5,193,5,0,0,0,IT,0,193,4.823529412,0
5099,0.75,0.76,5,175,4,0,0,0,IT,1,218,1.013333333,0
5100,0.76,0.44,3,121,4,0,0,0,IT,1,90,0.578947368,0
5101,0.76,0.77,4,223,3,0,0,0,IT,1,297,1.013157895,0
5102,0.92,0.55,3,259,3,0,0,0,product_mng,1,259,0.597826087,0
5103,0.82,0.88,4,171,2,0,0,0,product_mng,1,342,1.073170732,0
5104,0.38,0.5,2,170,3,0,0,0,product_mng,1,113,1.315789474,0
5105,0.49,0.72,4,246,3,0,0,0,product_mng,1,328,1.469387755,0
5106,0.53,0.8,3,175,3,0,0,0,IT,1,175,1.509433962,0
5107,0.56,0.59,3,185,2,0,0,0,RandD,2,277,1.053571429,0
5108,0.69,0.98,3,168,2,0,0,0,RandD,2,252,1.420289855,0
5109,0.62,0.99,4,171,3,0,0,0,RandD,2,228,1.596774194,0
5110,0.71,0.76,3,201,2,0,0,0,RandD,2,301,1.070422535,0
5111,0.52,1,4,148,3,0,0,0,RandD,2,197,1.923076923,0
5112,0.2,0.53,6,189,4,0,0,0,marketing,2,283,2.65,0
5113,0.93,0.61,3,166,3,0,0,0,sales,2,166,0.655913978,0
5114,0.74,0.81,4,150,2,0,0,0,accounting,2,300,1.094594595,0
5115,0.78,0.45,3,253,6,0,0,1,support,2,126,0.576923077,0
5116,0.85,0.79,3,243,2,0,0,1,technical,2,364,0.929411765,0
5117,0.79,0.56,5,250,2,1,0,1,management,2,625,0.708860759,0
5118,0.92,0.91,3,228,2,0,0,1,marketing,2,342,0.989130435,0
5119,0.58,0.97,3,186,3,0,0,1,marketing,2,186,1.672413793,0
5120,0.68,0.72,3,213,3,0,0,1,marketing,2,213,1.058823529,0
5121,0.9,0.67,4,233,3,0,0,1,sales,2,310,0.744444444,0
5122,0.67,0.71,5,265,2,0,0,1,sales,2,662,1.059701493,0
5123,0.79,0.73,4,226,3,0,0,0,sales,2,301,0.924050633,0
5124,0.23,0.48,5,221,6,0,0,0,sales,2,184,2.086956522,0
5125,0.98,0.99,3,253,4,0,0,0,sales,2,189,1.010204082,0
5126,0.8,0.75,3,134,4,0,0,0,sales,2,100,0.9375,0
5127,0.77,0.84,3,188,4,0,0,0,sales,2,141,1.090909091,0
5128,1,0.91,3,160,4,0,0,0,sales,2,120,0.91,0
5129,0.6,0.92,4,164,4,0,0,0,sales,2,164,1.533333333,0
5130,0.49,0.54,6,214,3,0,0,0,sales,0,428,1.102040816,0
5131,0.91,0.99,5,228,4,1,0,0,sales,1,285,1.087912088,0
5132,0.97,0.52,5,149,3,1,0,0,sales,2,248,0.536082474,0
5133,0.71,0.76,3,175,2,0,0,0,sales,2,262,1.070422535,0
5134,0.62,0.91,3,195,3,0,0,0,sales,2,195,1.467741935,0
5135,0.61,0.92,3,222,4,0,0,0,sales,2,166,1.508196721,0
5136,0.21,0.6,5,249,4,0,0,0,sales,2,311,2.857142857,0
5137,0.64,0.97,2,226,3,1,0,0,sales,2,150,1.515625,0
5138,0.61,0.65,2,117,2,1,0,0,sales,2,117,1.06557377,0
5139,0.58,0.75,4,255,3,0,0,0,sales,2,340,1.293103448,0
5140,0.41,0.9,6,155,2,0,0,0,accounting,2,465,2.195121951,5
5141,0.98,0.73,5,185,3,0,0,0,accounting,2,308,0.744897959,0
5142,0.5,0.88,4,275,5,0,0,0,accounting,1,220,1.76,0
5143,0.98,0.61,3,226,2,0,0,0,hr,1,339,0.62244898,0
5144,0.4,0.85,4,198,2,0,0,0,hr,1,396,2.125,5
5145,0.63,0.92,2,198,2,0,0,0,hr,1,198,1.46031746,0
5146,0.75,0.53,4,251,3,0,0,0,hr,1,334,0.706666667,0
5147,0.82,0.84,3,237,2,0,0,0,technical,1,355,1.024390244,0
5148,0.55,0.62,5,197,2,0,0,0,technical,1,492,1.127272727,0
5149,0.44,0.36,2,136,3,0,0,0,technical,0,90,0.818181818,0
5150,0.92,0.88,3,184,3,1,0,0,technical,1,184,0.956521739,0
5151,0.57,0.56,2,159,3,0,0,0,technical,0,106,0.98245614,0
5152,0.73,0.86,4,133,3,0,0,0,technical,0,177,1.178082192,0
5153,0.82,0.92,5,198,3,0,0,0,technical,1,330,1.12195122,0
