empId,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,ROI,Risk
3996,0.61,0.97,4,153,3,0,0,0,accounting,2,204,1.590163934
3997,0.76,0.79,3,197,5,0,0,0,accounting,2,118,1.039473684
3998,0.67,0.82,4,246,4,0,0,0,accounting,2,246,1.223880597
3999,0.51,0.95,4,258,3,0,0,0,hr,2,344,1.862745098
4000,0.67,0.55,3,137,3,0,0,0,hr,2,137,0.820895522
4001,0.16,0.94,3,178,4,0,0,0,hr,2,133,5.875
4002,0.34,0.85,4,123,4,0,0,0,hr,2,123,2.5
4003,0.58,0.73,5,162,3,1,0,0,technical,2,270,1.25862069
4004,0.5,0.71,5,210,5,0,0,0,technical,2,210,1.42
4005,0.56,0.48,4,197,3,1,0,0,technical,0,262,0.857142857
4006,0.56,0.98,3,220,3,0,0,0,technical,1,220,1.75
4007,0.74,0.71,4,133,2,0,0,0,technical,2,266,0.959459459
4008,0.69,0.99,3,198,2,0,0,0,technical,2,297,1.434782609
4009,0.15,0.81,4,160,5,0,0,0,technical,2,128,5.4
4010,0.58,0.67,2,180,2,0,0,0,technical,2,180,1.155172414
4011,0.8,0.79,3,217,3,0,0,0,technical,1,217,0.9875
4012,0.5,0.57,3,223,3,0,0,0,technical,1,223,1.14
4013,0.66,0.92,4,229,2,0,0,0,technical,1,458,1.393939394
4014,0.81,0.78,4,159,3,0,0,0,support,1,212,0.962962963
4015,0.14,0.68,5,253,5,0,0,0,support,1,253,4.857142857
4016,0.92,0.85,3,235,2,0,0,0,support,1,352,0.923913043
4017,0.69,0.91,4,186,3,0,0,0,support,1,248,1.31884058
4018,0.66,0.99,4,263,2,0,0,0,support,1,526,1.5
4019,0.85,0.39,4,239,4,0,0,0,support,1,239,0.458823529
4020,0.83,0.69,4,151,2,0,0,0,support,1,302,0.831325301
4021,1,0.49,3,106,4,0,0,0,support,1,79,0.49
4022,0.68,0.65,3,183,4,0,0,0,support,1,137,0.955882353
4023,0.26,0.97,3,125,2,0,0,0,support,1,187,3.730769231
4024,0.35,0.41,3,157,2,0,0,0,support,1,235,1.171428571
4025,0.12,0.58,3,241,2,0,0,0,technical,1,361,4.833333333
4026,0.91,0.93,4,184,3,0,0,0,technical,1,245,1.021978022
4027,0.65,0.67,4,144,3,0,0,0,technical,1,192,1.030769231
4028,0.78,0.72,3,255,4,1,0,0,management,1,191,0.923076923
4029,0.61,0.82,3,261,4,0,0,0,IT,1,195,1.344262295
4030,0.64,0.51,4,207,2,0,0,0,IT,1,414,0.796875
4031,0.58,0.73,4,205,4,0,0,0,IT,1,205,1.25862069
4032,0.63,0.76,4,217,2,1,0,0,IT,2,434,1.206349206
4033,0.94,0.6,4,215,2,1,0,0,IT,2,430,0.638297872
4034,0.26,0.81,5,139,4,0,0,0,product_mng,2,173,3.115384615
4035,0.59,0.69,3,146,3,0,0,0,product_mng,2,146,1.169491525
4036,0.78,0.8,4,175,3,0,0,0,product_mng,2,233,1.025641026
4037,0.86,0.64,5,188,3,0,0,0,product_mng,2,313,0.744186047
4038,0.79,0.73,5,155,3,0,0,0,IT,2,258,0.924050633
4039,0.89,0.73,4,171,4,0,0,0,RandD,2,171,0.820224719
4040,0.34,0.99,4,184,3,0,0,0,RandD,2,245,2.911764706
4041,0.29,0.77,3,164,6,0,0,0,RandD,2,82,2.655172414
4042,0.71,0.89,3,244,4,0,0,0,RandD,2,183,1.253521127
4043,0.93,0.58,4,222,2,0,0,0,RandD,2,444,0.623655914
4044,0.94,0.76,4,231,3,1,0,0,RandD,0,308,0.808510638
4045,0.91,0.72,3,213,3,0,0,0,marketing,1,213,0.791208791
4046,0.71,0.96,4,144,4,0,0,0,sales,2,144,1.352112676
4047,0.67,0.81,3,221,4,1,0,0,accounting,2,165,1.208955224
4048,0.54,0.42,3,138,3,1,0,0,support,2,138,0.777777778
4049,0.89,0.58,3,183,4,0,0,0,technical,2,137,0.651685393
4050,0.94,0.91,3,250,3,1,0,0,management,1,250,0.968085106
4051,0.15,0.89,3,219,6,0,0,0,marketing,1,109,5.933333333
4052,0.45,0.92,6,164,4,1,0,0,marketing,1,246,2.044444444
4053,0.92,0.67,4,161,4,1,0,0,marketing,1,161,0.72826087
4054,0.63,0.56,4,274,5,1,0,0,sales,1,219,0.888888889
4055,0.8,0.66,4,181,3,1,0,0,sales,1,241,0.825
4056,0.45,0.72,3,148,2,0,0,0,sales,1,222,1.6
4057,0.72,0.54,3,226,2,1,0,0,sales,1,339,0.75
4058,0.84,0.36,6,256,5,0,0,0,sales,1,307,0.428571429
4059,0.61,0.51,3,141,2,0,0,0,sales,1,211,0.836065574
4060,0.63,0.88,3,177,3,0,0,0,sales,1,177,1.396825397
4061,0.49,0.54,4,173,2,0,0,0,sales,1,346,1.102040816
4062,0.68,0.51,2,196,3,0,0,0,sales,1,130,0.75
4063,0.64,0.85,5,179,2,0,0,0,sales,1,447,1.328125
4064,0.61,0.64,4,201,3,0,0,0,sales,1,268,1.049180328
4065,0.83,0.55,5,247,3,0,0,0,sales,1,411,0.662650602
4066,0.94,0.51,5,238,2,0,0,0,sales,1,595,0.542553191
4067,0.27,0.66,3,133,6,0,0,0,sales,1,66,2.444444444
4068,0.6,0.49,2,194,4,0,0,0,sales,1,97,0.816666667
4069,0.83,0.69,4,232,2,0,0,0,sales,1,464,0.831325301
4070,0.53,0.75,3,232,3,0,0,0,sales,1,232,1.41509434
4071,0.79,0.97,4,204,3,0,0,0,sales,2,272,1.227848101
4072,0.96,0.49,4,252,3,1,0,0,sales,2,336,0.510416667
4073,0.5,0.56,3,164,3,0,0,0,accounting,2,164,1.12
4074,0.68,0.81,5,266,2,0,0,0,accounting,2,665,1.191176471
4075,0.24,0.54,4,226,4,1,0,0,accounting,2,226,2.25
4076,0.8,0.8,4,252,6,0,0,0,hr,2,168,1
4077,0.62,0.74,4,155,3,0,0,0,hr,2,206,1.193548387
4078,1,0.85,3,202,2,0,0,0,hr,2,303,0.85
4079,0.64,0.75,3,214,3,0,0,0,hr,2,214,1.171875
4080,0.51,0.55,4,267,3,0,0,0,technical,2,356,1.078431373
4081,0.74,0.5,4,265,3,0,0,0,technical,2,353,0.675675676
4082,0.49,0.99,3,221,2,1,0,0,technical,2,331,2.020408163
4083,0.96,0.83,4,132,6,0,0,0,technical,0,88,0.864583333
4084,0.59,0.62,4,227,4,1,0,0,technical,1,227,1.050847458
4085,0.84,0.57,4,234,3,0,0,0,technical,2,312,0.678571429
4086,0.16,0.84,3,238,6,0,0,0,technical,2,119,5.25
4087,0.62,0.75,3,149,2,1,0,0,technical,2,223,1.209677419
4088,0.79,0.67,4,152,3,0,0,0,technical,2,202,0.848101266
4089,0.53,0.83,4,249,3,1,0,0,technical,1,332,1.566037736
4090,0.17,0.48,6,270,5,0,0,0,technical,1,324,2.823529412
4091,0.57,0.76,3,200,2,0,0,0,support,1,300,1.333333333
4092,0.65,0.82,4,207,2,0,0,0,support,1,414,1.261538462
4093,0.69,0.74,4,266,2,1,0,0,support,1,532,1.072463768
4094,0.3,0.8,6,250,3,0,0,0,support,1,500,2.666666667
4095,0.99,0.92,3,220,3,0,0,0,support,1,220,0.929292929
4096,0.5,0.69,4,177,2,0,0,0,support,1,354,1.38
4097,0.54,0.96,3,147,2,0,0,0,support,2,220,1.777777778
4098,0.69,0.57,4,227,4,0,0,0,support,2,227,0.826086957
4099,0.5,0.85,4,272,2,0,0,0,support,2,544,1.7
4100,0.66,0.73,3,244,3,0,0,0,support,2,244,1.106060606
4101,1,0.93,5,182,3,1,0,0,support,2,303,0.93
4102,0.15,0.61,3,146,6,1,0,0,technical,2,73,4.066666667
4103,0.31,0.54,5,259,5,1,0,0,technical,2,259,1.741935484
4104,0.65,0.49,4,184,4,0,0,0,technical,2,184,0.753846154
4105,0.72,0.69,4,149,2,0,0,0,management,2,298,0.958333333
4106,0.84,0.85,4,185,3,1,0,0,IT,2,246,1.011904762
4107,0.55,0.8,3,254,2,0,0,0,IT,2,381,1.454545455
4108,0.6,0.58,4,249,3,0,0,0,IT,2,332,0.966666667
4109,0.84,0.48,4,269,2,0,0,0,IT,2,538,0.571428571
4110,0.68,0.87,3,168,3,0,0,0,IT,2,168,1.279411765
4111,0.13,1,6,225,3,0,0,0,product_mng,2,450,7.692307692
4112,0.88,0.98,3,160,2,0,0,0,product_mng,2,240,1.113636364
4113,0.64,0.57,5,149,3,1,0,0,product_mng,2,248,0.890625
4114,0.19,0.95,5,193,3,0,0,0,product_mng,2,321,5
4115,0.83,0.88,5,171,3,1,0,0,IT,2,285,1.060240964
4116,0.17,0.41,4,232,3,1,0,0,RandD,2,309,2.411764706
4117,0.44,0.74,4,250,6,0,0,0,RandD,2,166,1.681818182
4118,0.52,0.55,4,243,2,0,0,0,RandD,2,486,1.057692308
4119,0.66,0.62,4,250,2,0,0,0,RandD,2,500,0.939393939
4120,0.96,0.55,4,153,3,0,0,0,RandD,2,204,0.572916667
4121,0.19,0.5,5,126,3,1,0,0,RandD,2,210,2.631578947
4122,0.86,1,3,192,3,0,0,0,marketing,0,192,1.162790698
4123,0.65,0.57,3,137,4,1,0,0,sales,0,102,0.876923077
4124,0.61,0.97,3,199,3,1,0,0,accounting,0,199,1.590163934
4125,0.53,0.96,3,181,3,1,0,0,support,0,181,1.811320755
4126,0.14,0.76,5,260,6,0,0,0,technical,0,216,5.428571429
4127,0.74,1,4,199,4,0,0,0,management,0,199,1.351351351
4128,0.47,0.62,6,171,5,1,0,0,marketing,0,205,1.319148936
4129,0.6,0.56,4,260,3,0,0,0,marketing,0,346,0.933333333
4130,0.81,0.58,3,243,4,0,0,0,marketing,0,182,0.716049383
4131,0.95,0.59,2,154,4,0,0,0,sales,0,77,0.621052632
4132,0.98,0.8,2,201,2,0,0,0,sales,0,201,0.816326531
4133,0.52,0.8,5,234,3,0,0,0,sales,0,390,1.538461538
4134,1,0.97,3,216,3,1,0,0,sales,1,216,0.97
4135,0.16,0.74,5,205,4,1,0,0,sales,1,256,4.625
4136,0.19,0.83,3,225,4,0,0,0,sales,1,168,4.368421053
4137,0.94,0.87,3,229,3,0,0,0,sales,1,229,0.925531915
4138,0.58,0.43,6,132,3,0,0,0,sales,1,264,0.74137931
4139,0.92,0.69,4,180,3,0,0,0,sales,1,240,0.75
4140,0.65,0.8,4,164,4,0,0,0,sales,1,164,1.230769231
4141,0.74,0.74,5,175,3,0,0,0,sales,1,291,1
4142,0.6,0.53,5,103,2,0,0,0,sales,1,257,0.883333333
4143,1,1,5,142,4,0,0,0,sales,1,177,1
4144,0.81,0.96,4,212,3,0,0,0,sales,1,282,1.185185185
4145,0.54,0.67,2,129,3,1,0,0,sales,1,86,1.240740741
4146,0.18,0.81,5,140,4,0,0,0,sales,1,175,4.5
4147,0.82,0.88,4,149,2,0,0,0,sales,1,298,1.073170732
4148,0.9,0.96,2,258,2,0,0,0,sales,1,258,1.066666667
4149,0.62,0.62,4,136,2,0,0,0,sales,2,272,1
4150,0.77,0.76,2,216,3,1,0,0,accounting,2,144,0.987012987
4151,0.58,0.86,3,151,2,0,0,0,accounting,2,226,1.482758621
4152,0.27,0.47,5,217,6,0,0,0,accounting,2,180,1.740740741
4153,0.78,0.72,4,219,3,0,0,0,hr,2,292,0.923076923
4154,0.98,0.66,3,150,3,0,0,0,hr,2,150,0.673469388
4155,0.75,0.5,4,98,4,0,0,0,hr,2,98,0.666666667
4156,0.74,0.67,5,140,3,0,0,0,hr,2,233,0.905405405
4157,0.9,0.99,3,259,3,1,0,0,technical,2,259,1.1
4158,0.73,0.71,5,215,6,1,0,0,technical,2,179,0.97260274
4159,0.9,0.62,4,258,3,0,0,0,technical,2,344,0.688888889
4160,0.68,0.91,4,162,3,1,0,0,technical,2,216,1.338235294
4161,0.9,0.74,3,260,4,0,0,0,technical,0,195,0.822222222
4162,0.64,0.93,5,198,2,0,0,0,technical,0,495,1.453125
4163,0.63,0.9,2,242,3,1,0,0,technical,0,161,1.428571429
4164,0.87,0.89,4,219,4,0,0,0,technical,0,219,1.022988506
4165,0.6,0.55,4,204,3,0,0,0,technical,0,272,0.916666667
4166,0.7,0.74,3,157,3,0,0,0,technical,0,157,1.057142857
4167,0.15,0.94,5,244,6,0,0,0,technical,0,203,6.266666667
4168,0.45,0.75,3,122,3,0,0,0,support,0,122,1.666666667
4169,0.43,0.9,5,282,5,0,0,0,support,1,282,2.093023256
4170,0.92,0.46,5,195,5,0,0,0,support,1,195,0.5
4171,0.72,0.81,4,134,2,0,0,0,support,1,268,1.125
4172,0.94,0.84,3,210,2,0,0,0,support,1,315,0.893617021
4173,0.74,0.52,3,170,3,0,0,0,support,1,170,0.702702703
4174,0.48,0.71,2,140,3,1,0,0,support,1,93,1.479166667
4175,0.84,0.76,5,215,2,1,0,0,support,1,537,0.904761905
4176,0.53,0.86,3,150,3,0,0,0,support,1,150,1.622641509
4177,0.45,0.88,5,268,3,1,0,0,support,2,446,1.955555556
4178,0.95,0.67,4,270,4,0,0,0,support,2,270,0.705263158
4179,0.95,0.58,3,163,3,0,0,0,technical,2,163,0.610526316
4180,0.7,0.85,3,188,2,0,0,0,technical,2,282,1.214285714
4181,0.19,0.93,3,110,4,0,0,0,technical,2,82,4.894736842
4182,0.74,0.91,5,135,3,0,0,0,management,2,225,1.22972973
4183,0.54,0.59,4,228,3,0,0,0,IT,2,304,1.092592593
4184,0.5,0.69,5,172,2,0,0,0,IT,2,430,1.38
4185,0.95,0.72,3,168,5,0,0,0,IT,2,100,0.757894737
4186,0.69,0.69,5,160,3,0,0,0,IT,2,266,1
4187,0.24,0.74,5,282,3,0,0,0,IT,2,470,3.083333333
4188,0.96,0.7,5,184,2,1,0,0,product_mng,2,460,0.729166667
4189,0.61,0.5,4,217,4,1,0,0,product_mng,2,217,0.819672131
4190,0.76,0.53,6,281,3,0,0,0,product_mng,2,562,0.697368421
4191,0.61,0.64,3,245,2,0,0,0,product_mng,2,367,1.049180328
4192,0.37,0.48,2,285,5,0,0,0,IT,2,114,1.297297297
4193,0.81,0.9,4,165,3,0,0,0,RandD,2,220,1.111111111
4194,0.59,0.9,3,146,3,0,0,0,RandD,2,146,1.525423729
4195,0.73,0.82,3,133,3,0,0,0,RandD,2,133,1.123287671
4196,0.87,0.57,2,181,6,0,0,0,RandD,2,60,0.655172414
4197,0.67,0.66,6,152,3,0,0,0,RandD,2,304,0.985074627
4198,0.96,0.78,2,284,3,0,0,0,RandD,2,189,0.8125
4199,0.98,0.51,3,157,3,0,0,0,marketing,2,157,0.520408163
4200,0.5,0.58,4,165,2,0,0,0,sales,0,330,1.16
4201,0.49,0.71,3,255,2,1,0,0,accounting,1,382,1.448979592
4202,0.13,0.65,4,194,4,0,0,0,support,2,194,5
4203,0.57,0.68,3,102,6,0,0,0,technical,2,51,1.192982456
4204,0.51,0.94,4,247,2,0,0,0,management,2,494,1.843137255
4205,0.99,0.69,3,206,2,0,0,0,marketing,2,309,0.696969697
4206,0.8,0.77,3,171,2,0,0,0,marketing,2,256,0.9625
4207,0.56,0.39,5,263,4,0,0,0,marketing,2,328,0.696428571
4208,0.96,0.84,4,272,4,1,0,0,sales,2,272,0.875
4209,0.96,0.5,3,158,2,1,0,0,sales,2,237,0.520833333
4210,0.87,0.53,6,216,6,1,0,0,sales,2,216,0.609195402
4211,0.61,0.9,5,113,3,0,0,0,sales,2,188,1.475409836
4212,0.18,0.6,3,140,4,0,0,0,sales,1,105,3.333333333
4213,0.24,0.77,5,178,5,0,0,0,sales,1,178,3.208333333
4214,0.86,0.48,4,153,3,0,0,0,sales,1,204,0.558139535
4215,0.25,0.62,6,271,5,0,0,0,sales,1,325,2.48
4216,0.25,0.82,3,269,5,0,0,0,sales,1,161,3.28
4217,0.63,0.55,3,160,3,0,0,0,sales,1,160,0.873015873
4218,0.89,0.68,4,258,2,1,0,0,sales,1,516,0.764044944
4219,0.87,0.82,4,251,3,0,0,0,sales,0,334,0.942528736
4220,0.87,0.78,3,170,2,0,0,0,sales,1,255,0.896551724
4221,0.71,0.99,4,238,4,1,0,0,sales,0,238,1.394366197
4222,0.98,0.87,4,152,2,0,0,0,sales,0,304,0.887755102
4223,0.16,0.51,3,262,6,0,0,0,sales,1,131,3.1875
4224,0.83,0.68,4,273,2,0,0,0,sales,1,546,0.819277108
4225,0.65,0.77,3,233,2,0,0,0,sales,0,349,1.184615385
4226,0.95,0.64,3,262,3,0,0,0,sales,1,262,0.673684211
4227,0.67,0.67,3,183,3,0,0,0,accounting,2,183,1
4228,0.53,0.88,3,150,3,1,0,0,accounting,0,150,1.660377358
4229,0.74,0.94,3,132,3,0,0,0,accounting,2,132,1.27027027
4230,0.77,0.79,3,200,4,0,0,0,hr,2,150,1.025974026
4231,0.13,0.72,4,148,5,0,0,0,hr,2,118,5.538461538
4232,0.82,0.92,3,187,3,1,0,0,hr,2,187,1.12195122
4233,0.88,0.65,4,224,2,0,0,0,hr,0,448,0.738636364
4234,0.89,0.5,4,147,2,0,0,0,technical,2,294,0.561797753
4235,0.85,0.51,3,153,4,0,0,0,technical,2,114,0.6
4236,0.93,0.87,5,154,2,0,0,0,technical,2,385,0.935483871
4237,0.62,0.7,5,270,3,0,0,0,technical,0,450,1.129032258
4238,0.58,0.96,3,202,2,0,0,0,technical,2,303,1.655172414
4239,0.98,0.5,4,264,3,0,0,0,technical,0,352,0.510204082
4240,0.52,0.45,2,145,3,0,0,0,technical,1,96,0.865384615
4241,0.76,0.49,3,138,2,1,0,0,technical,2,207,0.644736842
4242,0.73,0.91,3,238,2,0,0,0,technical,2,357,1.246575342
4243,0.74,0.64,4,147,5,0,0,0,technical,2,117,0.864864865
4244,0.49,0.48,3,190,2,0,0,0,technical,2,285,0.979591837
4245,0.91,0.97,4,183,3,0,0,0,support,1,244,1.065934066
4246,0.74,0.92,5,255,3,0,0,0,support,1,425,1.243243243
4247,0.86,0.82,4,252,4,0,0,0,support,1,252,0.953488372
4248,0.52,0.47,6,141,5,1,0,0,support,1,169,0.903846154
4249,0.95,0.81,3,260,2,0,0,0,support,1,390,0.852631579
4250,0.65,0.98,3,136,3,0,0,0,support,1,136,1.507692308
4251,0.7,0.56,4,182,2,0,0,0,support,1,364,0.8
4252,0.14,0.66,6,142,5,0,0,0,support,1,170,4.714285714
4253,0.92,0.53,2,261,4,0,0,0,support,1,130,0.576086957
4254,0.54,0.6,3,209,2,0,0,0,support,1,313,1.111111111
4255,0.76,0.95,2,156,4,0,0,0,support,0,78,1.25
4256,0.78,0.66,4,214,2,0,0,0,technical,1,428,0.846153846
4257,0.85,0.86,4,250,3,0,0,0,technical,1,333,1.011764706
4258,0.78,0.8,4,197,3,1,0,0,technical,1,262,1.025641026
4259,0.55,0.72,3,149,3,0,0,0,management,1,149,1.309090909
4260,0.68,0.61,5,271,2,0,0,0,IT,0,677,0.897058824
4261,0.91,0.68,4,187,2,0,0,0,IT,1,374,0.747252747
4262,0.76,0.56,3,154,2,0,0,0,IT,1,231,0.736842105
4263,0.15,0.67,4,264,3,0,0,0,IT,1,352,4.466666667
4264,0.95,0.6,2,144,3,0,0,0,IT,0,96,0.631578947
4265,0.74,0.37,6,200,3,0,0,0,product_mng,1,400,0.5
4266,0.92,0.56,5,197,2,1,0,0,product_mng,2,492,0.608695652
4267,0.64,0.89,3,175,3,1,0,0,product_mng,0,175,1.390625
4268,0.96,0.9,3,161,3,0,0,0,product_mng,2,161,0.9375
4269,0.21,0.72,3,245,6,0,0,0,IT,0,122,3.428571429
4270,0.85,0.67,3,167,4,0,0,0,RandD,2,125,0.788235294
4271,0.52,0.86,5,168,3,0,0,0,RandD,2,280,1.653846154
4272,0.54,0.81,5,261,6,0,0,0,RandD,2,217,1.5
4273,0.56,0.81,5,274,4,0,0,0,RandD,2,342,1.446428571
4274,0.59,0.79,4,181,3,0,0,0,RandD,2,241,1.338983051
4275,0.88,0.58,5,266,3,1,0,0,marketing,2,443,0.659090909
4276,0.7,0.84,4,184,3,0,0,0,sales,2,245,1.2
4277,0.95,0.58,3,193,2,0,0,0,accounting,2,289,0.610526316
4278,0.83,0.88,3,217,2,1,0,0,support,0,325,1.060240964
4279,0.76,0.62,4,197,3,0,0,0,technical,1,262,0.815789474
4280,0.82,0.92,5,252,3,0,0,0,management,2,420,1.12195122
4281,0.55,0.97,4,136,3,0,0,0,marketing,2,181,1.763636364
4282,0.89,0.55,5,194,4,0,0,0,marketing,2,242,0.617977528
4283,0.66,0.94,4,190,3,0,0,0,marketing,2,253,1.424242424
4284,0.41,0.61,3,185,2,1,0,0,sales,2,277,1.487804878
4285,0.83,0.77,3,232,2,1,0,0,sales,2,348,0.927710843
4286,0.88,0.72,3,200,2,1,0,0,sales,2,300,0.818181818
4287,0.56,0.66,5,155,2,0,0,0,sales,2,387,1.178571429
4288,0.53,0.72,3,228,3,0,0,0,sales,2,228,1.358490566
4289,0.8,0.41,3,188,4,0,0,0,sales,0,141,0.5125
4290,0.95,0.78,4,245,3,0,0,0,sales,1,326,0.821052632
4291,0.9,0.88,4,205,2,0,0,0,sales,1,410,0.977777778
4292,0.5,0.97,4,269,3,0,0,0,sales,1,358,1.94
4293,0.4,0.59,3,207,6,0,0,0,sales,0,103,1.475
4294,0.52,0.85,3,250,4,0,0,0,sales,1,187,1.634615385
4295,0.51,0.5,5,251,3,1,0,0,sales,1,418,0.980392157
4296,0.84,0.62,5,217,3,0,0,0,sales,1,361,0.738095238
4297,0.78,0.98,5,252,3,0,0,0,sales,0,420,1.256410256
4298,0.91,0.71,2,159,3,1,0,0,sales,1,106,0.78021978
4299,0.59,0.71,5,169,2,0,0,0,sales,1,422,1.203389831
4300,0.69,0.97,5,105,4,0,0,0,sales,1,131,1.405797101
4301,0.87,0.93,4,268,2,0,0,0,sales,1,536,1.068965517
4302,0.66,1,5,145,2,0,0,0,sales,1,362,1.515151515
4303,0.5,0.54,4,165,3,0,0,0,accounting,1,220,1.08
4304,0.95,0.75,3,253,4,0,0,0,accounting,1,189,0.789473684
4305,0.77,0.64,3,254,3,0,0,0,accounting,2,254,0.831168831
4306,0.66,0.5,3,218,2,0,0,0,hr,2,327,0.757575758
4307,0.61,0.98,3,138,5,1,0,0,hr,2,82,1.606557377
4308,0.7,0.87,5,239,3,0,0,0,hr,2,398,1.242857143
4309,0.89,0.71,5,182,2,1,0,0,hr,2,455,0.797752809
4310,0.6,0.78,4,152,3,1,0,0,technical,2,202,1.3
4311,0.62,0.51,3,222,3,1,0,0,technical,2,222,0.822580645
4312,0.59,0.9,2,219,2,1,0,0,technical,2,219,1.525423729
4313,0.69,0.59,4,266,4,0,0,0,technical,2,266,0.855072464
4314,0.36,0.94,3,113,5,1,0,0,technical,2,67,2.611111111
4315,0.59,0.93,4,146,3,0,0,0,technical,2,194,1.576271186
4316,0.5,0.51,5,238,4,0,0,0,technical,2,297,1.02
4317,0.53,0.99,3,188,3,0,0,0,technical,0,188,1.867924528
4318,0.84,0.9,4,237,2,0,0,0,technical,1,474,1.071428571
4319,0.51,0.95,4,201,3,0,0,0,technical,2,268,1.862745098
4320,0.53,0.56,5,188,3,0,0,0,technical,2,313,1.056603774
4321,0.98,0.63,3,137,3,0,0,0,support,2,137,0.642857143
4322,0.95,0.81,4,263,3,0,0,0,support,2,350,0.852631579
4323,0.13,0.76,5,217,3,0,0,0,support,1,361,5.846153846
4324,0.5,0.64,4,213,4,0,0,0,support,1,213,1.28
4325,0.93,0.76,3,244,3,0,0,0,support,1,244,0.817204301
4326,0.5,0.87,3,252,2,0,0,0,support,1,378,1.74
4327,0.66,0.84,4,168,2,0,0,0,support,1,336,1.272727273
4328,0.89,0.79,4,212,3,0,0,0,support,1,282,0.887640449
4329,0.46,0.43,4,258,3,0,0,0,support,1,344,0.934782609
4330,0.67,0.6,4,210,3,0,0,0,support,1,280,0.895522388
4331,0.96,0.9,4,246,3,0,0,0,support,1,328,0.9375
4332,0.98,0.76,4,221,3,1,0,0,technical,1,294,0.775510204
4333,0.67,0.57,5,215,4,0,0,0,technical,1,268,0.850746269
4334,0.72,0.72,4,175,4,0,0,0,technical,1,175,1
4335,0.65,0.49,5,221,2,0,0,0,management,1,552,0.753846154
4336,0.72,0.67,5,219,3,0,0,0,IT,1,365,0.930555556
4337,0.78,0.58,3,154,3,0,0,0,IT,1,154,0.743589744
4338,0.93,0.56,3,266,2,0,0,0,IT,1,399,0.602150538
4339,0.73,0.85,5,224,4,0,0,0,IT,1,280,1.164383562
4340,0.2,0.57,4,269,5,1,0,0,IT,1,215,2.85
4341,0.47,0.5,4,159,2,0,0,0,product_mng,1,318,1.063829787
4342,0.56,0.62,4,247,3,0,0,0,product_mng,1,329,1.107142857
4343,0.72,0.86,4,137,2,0,0,0,product_mng,1,274,1.194444444
4344,0.91,0.56,4,251,4,0,0,0,product_mng,2,251,0.615384615
4345,0.79,0.49,5,210,3,0,0,0,IT,2,350,0.620253165
4346,0.53,0.75,2,123,4,0,0,0,RandD,2,61,1.41509434
4347,0.14,0.51,4,253,6,0,0,0,RandD,2,168,3.642857143
4348,0.78,0.92,5,242,4,0,0,0,RandD,2,302,1.179487179
4349,0.52,0.74,3,238,3,0,0,0,RandD,2,238,1.423076923
4350,0.94,0.68,5,151,2,0,0,0,RandD,2,377,0.723404255
4351,0.83,0.8,4,158,4,0,0,0,marketing,2,158,0.963855422
4352,0.44,0.68,2,120,2,0,0,0,marketing,2,120,1.545454545
4353,0.72,0.74,3,187,2,0,0,0,sales,2,280,1.027777778
4354,0.84,0.58,3,140,3,0,0,0,accounting,2,140,0.69047619
4355,0.76,0.99,3,164,2,0,0,0,support,2,246,1.302631579
4356,0.92,0.94,5,253,2,0,0,0,technical,0,632,1.02173913
4357,0.58,0.93,5,235,2,0,0,0,management,1,587,1.603448276
4358,0.85,0.81,4,189,4,0,0,0,marketing,2,189,0.952941176
4359,0.74,0.51,4,246,3,1,0,0,marketing,2,328,0.689189189
4360,0.74,0.87,4,258,2,0,0,0,marketing,2,516,1.175675676
4361,0.72,0.8,3,158,3,0,0,0,sales,2,158,1.111111111
4362,0.76,0.98,4,173,3,1,0,0,sales,1,230,1.289473684
4363,0.85,0.72,3,201,3,0,0,0,sales,1,201,0.847058824
4364,0.82,0.49,5,185,3,0,0,0,sales,1,308,0.597560976
4365,0.6,0.93,5,270,3,1,0,0,sales,1,450,1.55
4366,0.39,0.64,3,152,2,0,0,0,sales,1,228,1.641025641
4367,0.83,0.53,3,211,4,1,0,0,sales,1,158,0.638554217
4368,0.7,0.92,3,162,3,1,0,0,sales,1,162,1.314285714
4369,0.84,0.97,4,253,2,1,0,0,sales,1,506,1.154761905
4370,0.9,0.77,4,236,3,0,0,0,sales,1,314,0.855555556
4371,0.18,0.84,4,231,5,0,0,0,sales,1,184,4.666666667
4372,0.52,0.71,2,231,2,0,0,0,sales,1,231,1.365384615
4373,0.87,0.51,4,233,3,0,0,0,sales,1,310,0.586206897
4374,0.6,0.79,5,217,2,0,0,0,sales,1,542,1.316666667
4375,0.72,0.93,4,174,2,0,0,0,sales,1,348,1.291666667
4376,0.48,0.64,4,227,3,0,0,0,sales,1,302,1.333333333
4377,0.75,0.53,3,222,2,0,0,0,sales,1,333,0.706666667
4378,0.85,0.55,2,207,6,0,0,0,sales,1,69,0.647058824
4379,0.39,0.41,6,115,3,0,0,0,sales,1,230,1.051282051
4380,0.61,0.68,3,254,2,0,0,0,accounting,1,381,1.114754098
4381,0.6,0.61,4,170,3,0,0,0,accounting,1,226,1.016666667
4382,0.57,0.64,2,206,3,0,0,0,accounting,1,137,1.122807018
4383,0.19,0.68,5,149,3,0,0,0,hr,2,248,3.578947368
4384,0.48,0.77,3,197,3,0,0,0,hr,2,197,1.604166667
4385,0.69,0.75,4,261,3,0,0,0,hr,2,348,1.086956522
