,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary,ROI,attrition_rate
3901,0.73,0.78,5,150,3,0,0,0,sales,1,0.65,1.0684931506849316
3902,0.2,0.49,5,199,5,0,0,0,sales,1,0.24500000000000002,2.4499999999999997
3903,0.78,0.79,3,203,2,0,0,0,sales,1,0.5925,1.0128205128205128
3904,0.83,0.8,3,273,3,0,0,0,sales,1,0.4000000000000001,0.9638554216867471
3905,0.87,0.56,2,214,3,1,0,0,sales,1,0.18666666666666668,0.6436781609195403
3906,0.98,0.99,5,141,3,0,0,0,sales,1,0.8250000000000001,1.010204081632653
3907,1.0,0.81,5,243,3,0,0,0,sales,1,0.6750000000000002,0.81
3908,0.7,0.55,4,159,3,0,0,0,sales,1,0.3666666666666667,0.7857142857142858
3909,0.62,0.88,5,146,3,0,0,0,sales,1,0.7333333333333334,1.4193548387096775
3910,0.67,0.72,4,159,2,0,0,0,sales,1,0.72,1.0746268656716418
3911,0.86,0.96,4,196,3,0,0,0,sales,1,0.64,1.1162790697674418
3912,0.44,0.57,5,183,2,1,0,0,sales,1,0.7124999999999999,1.2954545454545454
3913,0.19,0.86,4,192,4,0,0,0,sales,1,0.43,4.526315789473684
3914,0.76,0.83,4,246,2,0,0,0,sales,1,0.83,1.0921052631578947
3915,0.89,0.93,5,191,4,0,0,0,sales,1,0.58125,1.0449438202247192
3916,0.25,0.97,3,158,3,0,0,0,sales,1,0.48500000000000004,3.88
3917,0.68,1.0,4,167,2,0,0,0,sales,1,1.0,1.4705882352941175
3918,0.38,0.5,2,187,2,1,0,0,sales,2,0.16666666666666666,1.3157894736842106
3919,0.64,0.95,4,199,4,0,0,0,accounting,2,0.31666666666666665,1.484375
3920,0.76,0.62,4,157,3,0,0,0,accounting,2,0.27555555555555555,0.8157894736842105
3921,0.26,0.45,2,157,3,0,0,0,accounting,2,0.1,1.7307692307692308
3922,0.69,0.67,3,178,2,0,0,0,hr,2,0.335,0.9710144927536233
3923,0.98,0.66,3,154,2,0,0,0,hr,2,0.33,0.6734693877551021
3924,0.86,0.83,5,208,2,1,0,0,hr,2,0.6916666666666665,0.9651162790697674
3925,0.14,0.68,4,273,5,1,0,0,hr,2,0.18133333333333335,4.857142857142857
3926,0.58,0.63,4,159,3,0,0,0,technical,2,0.28,1.0862068965517242
3927,0.63,0.97,4,234,2,0,0,0,technical,2,0.6466666666666666,1.5396825396825395
3928,0.7,0.91,5,139,3,1,0,0,technical,2,0.5055555555555555,1.3
3929,0.73,0.62,4,210,4,0,0,0,technical,2,0.20666666666666667,0.8493150684931507
3930,0.89,0.52,3,164,3,0,0,0,technical,0,0.52,0.5842696629213483
3931,0.17,0.61,3,241,5,1,0,0,technical,1,0.183,3.5882352941176467
3932,0.86,0.73,5,259,2,0,0,0,technical,2,0.6083333333333333,0.8488372093023255
3933,0.59,0.73,3,159,3,1,0,0,technical,2,0.24333333333333332,1.2372881355932204
3934,0.22,0.51,4,131,2,0,0,0,technical,2,0.34,2.3181818181818183
3935,0.55,0.57,3,266,2,0,0,0,technical,2,0.285,1.0363636363636362
3936,0.74,0.6,3,153,2,0,0,0,technical,1,0.44999999999999996,0.8108108108108107
3937,0.55,0.54,3,253,2,0,0,0,support,1,0.405,0.9818181818181818
3938,0.67,0.94,4,141,2,1,0,0,support,1,0.94,1.4029850746268655
3939,0.64,0.8,3,199,3,0,0,0,support,1,0.4000000000000001,1.25
3940,0.58,0.71,3,205,3,0,0,0,support,1,0.355,1.2241379310344829
3941,0.9,0.6,4,252,3,0,0,0,support,1,0.39999999999999997,0.6666666666666666
3942,0.89,0.9,4,153,3,0,0,0,support,1,0.6,1.0112359550561798
3943,0.74,0.37,2,171,4,0,0,0,support,1,0.0925,0.5
3944,0.78,0.91,5,150,4,0,0,0,support,1,0.56875,1.1666666666666667
3945,0.97,0.53,4,247,3,0,0,0,support,1,0.35333333333333333,0.5463917525773196
3946,0.52,0.92,4,150,2,1,0,0,support,1,0.92,1.7692307692307692
3947,0.99,0.86,4,206,2,0,0,0,support,1,0.86,0.8686868686868687
3948,0.76,0.44,4,192,4,1,0,0,technical,1,0.22,0.5789473684210527
3949,0.69,0.96,5,164,3,0,0,0,technical,1,0.7999999999999999,1.391304347826087
3950,0.59,0.69,3,186,3,0,0,0,technical,1,0.345,1.1694915254237288
3951,0.95,0.63,3,249,3,0,0,0,management,1,0.315,0.6631578947368422
3952,0.69,0.81,3,214,2,0,0,0,IT,1,0.6075,1.173913043478261
3953,0.76,0.75,4,193,4,0,0,0,IT,1,0.375,0.9868421052631579
3954,0.7,0.84,2,114,4,0,0,0,IT,1,0.21,1.2
3955,0.87,0.6,2,122,2,0,0,0,IT,1,0.3,0.689655172413793
3956,0.44,0.55,3,170,3,1,0,0,IT,1,0.275,1.25
3957,0.54,0.91,3,151,3,0,0,0,product_mng,2,0.30333333333333334,1.6851851851851851
3958,0.55,0.75,3,156,3,0,0,0,product_mng,2,0.25,1.3636363636363635
3959,0.81,0.75,5,170,3,1,0,0,product_mng,2,0.4166666666666667,0.9259259259259258
3960,0.5,0.55,3,188,2,0,0,0,product_mng,2,0.275,1.1
3961,0.93,0.74,4,201,3,1,0,0,IT,2,0.3288888888888889,0.7956989247311828
3962,0.64,0.5,6,254,6,0,0,0,RandD,2,0.16666666666666666,0.78125
3963,0.57,0.78,3,206,4,0,0,0,RandD,2,0.19499999999999998,1.3684210526315792
3964,0.95,0.74,4,216,3,0,0,0,RandD,2,0.3288888888888889,0.7789473684210526
3965,0.86,0.67,5,200,3,0,0,0,RandD,2,0.37222222222222223,0.7790697674418605
3966,0.82,0.58,4,202,2,0,0,0,RandD,2,0.38666666666666666,0.7073170731707317
3967,0.18,0.79,4,217,4,0,0,0,RandD,2,0.26333333333333336,4.388888888888889
3968,0.58,0.7,5,151,4,0,0,0,marketing,2,0.2916666666666667,1.206896551724138
3969,0.57,0.56,3,224,2,0,0,0,sales,0,0.8400000000000001,0.9824561403508774
3970,0.94,0.83,5,148,3,0,0,0,accounting,1,0.6916666666666665,0.8829787234042553
3971,0.2,0.97,6,224,5,1,0,0,support,2,0.388,4.85
3972,0.73,0.75,2,243,5,1,0,0,technical,2,0.1,1.0273972602739727
3973,0.94,0.8,4,238,3,1,0,0,management,2,0.35555555555555557,0.8510638297872342
3974,0.99,0.61,3,254,3,0,0,0,marketing,2,0.20333333333333334,0.6161616161616161
3975,0.22,0.49,4,218,4,0,0,0,marketing,1,0.245,2.227272727272727
3976,0.67,0.66,3,237,3,0,0,0,marketing,1,0.33,0.9850746268656716
3977,0.49,0.67,4,185,2,0,0,0,sales,1,0.67,1.3673469387755104
3978,0.78,0.95,4,184,3,0,0,0,sales,1,0.6333333333333333,1.2179487179487178
3979,0.15,0.74,2,176,3,1,0,0,sales,1,0.24666666666666667,4.933333333333334
3980,0.91,0.89,4,260,3,0,0,0,sales,1,0.5933333333333334,0.978021978021978
3981,0.7,0.78,4,254,4,0,0,0,sales,1,0.39,1.1142857142857143
3982,0.6,0.95,3,221,3,0,0,0,sales,1,0.4749999999999999,1.5833333333333333
3983,0.59,0.57,5,257,2,0,0,0,sales,1,0.7124999999999999,0.9661016949152542
3984,0.59,0.93,3,265,3,1,0,0,sales,1,0.465,1.5762711864406782
3985,0.55,0.64,3,138,3,1,0,0,sales,1,0.32,1.1636363636363636
3986,0.42,0.75,3,163,2,1,0,0,sales,1,0.5625,1.7857142857142858
3987,0.57,0.81,3,144,3,0,0,0,sales,1,0.405,1.4210526315789476
3988,0.72,0.51,3,146,2,1,0,0,sales,1,0.3825,0.7083333333333334
3989,0.83,0.81,3,242,6,0,0,0,sales,1,0.2025,0.9759036144578315
3990,0.89,0.93,4,249,3,0,0,0,sales,1,0.62,1.0449438202247192
3991,0.55,0.59,3,245,3,0,0,0,sales,1,0.295,1.0727272727272725
3992,0.53,0.75,4,201,2,0,0,0,sales,1,0.75,1.4150943396226414
3993,0.74,0.59,4,177,4,1,0,0,sales,2,0.19666666666666666,0.7972972972972973
3994,0.63,0.98,4,160,2,0,0,0,sales,2,0.6533333333333333,1.5555555555555556
3995,0.63,0.4,6,177,2,1,0,0,sales,2,0.4000000000000001,0.634920634920635
3996,0.61,0.97,4,153,3,0,0,0,accounting,2,0.4311111111111111,1.5901639344262295
3997,0.76,0.79,3,197,5,0,0,0,accounting,2,0.158,1.0394736842105263
3998,0.67,0.82,4,246,4,0,0,0,accounting,2,0.2733333333333333,1.2238805970149251
3999,0.51,0.95,4,258,3,0,0,0,hr,2,0.4222222222222222,1.8627450980392155
4000,0.67,0.55,3,137,3,0,0,0,hr,2,0.18333333333333335,0.8208955223880597
4001,0.16,0.94,3,178,4,0,0,0,hr,2,0.235,5.874999999999999
4002,0.34,0.85,4,123,4,0,0,0,hr,2,0.2833333333333333,2.4999999999999996
4003,0.58,0.73,5,162,3,1,0,0,technical,2,0.40555555555555556,1.2586206896551724
4004,0.5,0.71,5,210,5,0,0,0,technical,2,0.23666666666666666,1.42
4005,0.56,0.48,4,197,3,1,0,0,technical,0,0.64,0.857142857142857
4006,0.56,0.98,3,220,3,0,0,0,technical,1,0.49,1.7499999999999998
4007,0.74,0.71,4,133,2,0,0,0,technical,2,0.47333333333333333,0.9594594594594594
4008,0.69,0.99,3,198,2,0,0,0,technical,2,0.49499999999999994,1.4347826086956523
4009,0.15,0.81,4,160,5,0,0,0,technical,2,0.21600000000000003,5.4
4010,0.58,0.67,2,180,2,0,0,0,technical,2,0.22333333333333336,1.1551724137931036
4011,0.8,0.79,3,217,3,0,0,0,technical,1,0.395,0.9875
4012,0.5,0.57,3,223,3,0,0,0,technical,1,0.285,1.14
4013,0.66,0.92,4,229,2,0,0,0,technical,1,0.92,1.393939393939394
4014,0.81,0.78,4,159,3,0,0,0,support,1,0.52,0.9629629629629629
4015,0.14,0.68,5,253,5,0,0,0,support,1,0.34,4.857142857142857
4016,0.92,0.85,3,235,2,0,0,0,support,1,0.6375,0.9239130434782608
4017,0.69,0.91,4,186,3,0,0,0,support,1,0.6066666666666667,1.318840579710145
4018,0.66,0.99,4,263,2,0,0,0,support,1,0.99,1.5
4019,0.85,0.39,4,239,4,0,0,0,support,1,0.195,0.45882352941176474
4020,0.83,0.69,4,151,2,0,0,0,support,1,0.69,0.8313253012048193
4021,1.0,0.49,3,106,4,0,0,0,support,1,0.18375,0.49
4022,0.68,0.65,3,183,4,0,0,0,support,1,0.24375000000000002,0.9558823529411764
4023,0.26,0.97,3,125,2,0,0,0,support,1,0.7275,3.7307692307692304
4024,0.35,0.41,3,157,2,0,0,0,support,1,0.3075,1.1714285714285715
4025,0.12,0.58,3,241,2,0,0,0,technical,1,0.43499999999999994,4.833333333333333
4026,0.91,0.93,4,184,3,0,0,0,technical,1,0.62,1.021978021978022
4027,0.65,0.67,4,144,3,0,0,0,technical,1,0.4466666666666667,1.0307692307692309
4028,0.78,0.72,3,255,4,1,0,0,management,1,0.27,0.923076923076923
4029,0.61,0.82,3,261,4,0,0,0,IT,1,0.3075,1.3442622950819672
4030,0.64,0.51,4,207,2,0,0,0,IT,1,0.51,0.796875
4031,0.58,0.73,4,205,4,0,0,0,IT,1,0.365,1.2586206896551724
4032,0.63,0.76,4,217,2,1,0,0,IT,2,0.5066666666666667,1.2063492063492063
4033,0.94,0.6,4,215,2,1,0,0,IT,2,0.39999999999999997,0.6382978723404256
4034,0.26,0.81,5,139,4,0,0,0,product_mng,2,0.3375000000000001,3.1153846153846154
4035,0.59,0.69,3,146,3,0,0,0,product_mng,2,0.22999999999999998,1.1694915254237288
4036,0.78,0.8,4,175,3,0,0,0,product_mng,2,0.35555555555555557,1.0256410256410258
4037,0.86,0.64,5,188,3,0,0,0,product_mng,2,0.35555555555555557,0.7441860465116279
4038,0.79,0.73,5,155,3,0,0,0,IT,2,0.40555555555555556,0.9240506329113923
4039,0.89,0.73,4,171,4,0,0,0,RandD,2,0.24333333333333332,0.8202247191011236
4040,0.34,0.99,4,184,3,0,0,0,RandD,2,0.44,2.911764705882353
4041,0.29,0.77,3,164,6,0,0,0,RandD,2,0.12833333333333333,2.6551724137931036
4042,0.71,0.89,3,244,4,0,0,0,RandD,2,0.2225,1.2535211267605635
4043,0.93,0.58,4,222,2,0,0,0,RandD,2,0.38666666666666666,0.6236559139784945
4044,0.94,0.76,4,231,3,1,0,0,RandD,0,1.0133333333333334,0.8085106382978724
4045,0.91,0.72,3,213,3,0,0,0,marketing,1,0.36000000000000004,0.7912087912087912
4046,0.71,0.96,4,144,4,0,0,0,sales,2,0.32,1.352112676056338
4047,0.67,0.81,3,221,4,1,0,0,accounting,2,0.2025,1.208955223880597
4048,0.54,0.42,3,138,3,1,0,0,support,2,0.14,0.7777777777777777
4049,0.89,0.58,3,183,4,0,0,0,technical,2,0.145,0.6516853932584269
4050,0.94,0.91,3,250,3,1,0,0,management,1,0.455,0.9680851063829788
4051,0.15,0.89,3,219,6,0,0,0,marketing,1,0.2225,5.933333333333334
4052,0.45,0.92,6,164,4,1,0,0,marketing,1,0.6900000000000001,2.0444444444444443
4053,0.92,0.67,4,161,4,1,0,0,marketing,1,0.335,0.7282608695652174
4054,0.63,0.56,4,274,5,1,0,0,sales,1,0.22400000000000003,0.888888888888889
4055,0.8,0.66,4,181,3,1,0,0,sales,1,0.44,0.825
4056,0.45,0.72,3,148,2,0,0,0,sales,1,0.54,1.5999999999999999
4057,0.72,0.54,3,226,2,1,0,0,sales,1,0.405,0.7500000000000001
4058,0.84,0.36,6,256,5,0,0,0,sales,1,0.21600000000000003,0.42857142857142855
4059,0.61,0.51,3,141,2,0,0,0,sales,1,0.3825,0.8360655737704918
4060,0.63,0.88,3,177,3,0,0,0,sales,1,0.44,1.3968253968253967
4061,0.49,0.54,4,173,2,0,0,0,sales,1,0.54,1.1020408163265307
4062,0.68,0.51,2,196,3,0,0,0,sales,1,0.17,0.75
4063,0.64,0.85,5,179,2,0,0,0,sales,1,1.0625,1.328125
4064,0.61,0.64,4,201,3,0,0,0,sales,1,0.4266666666666667,1.0491803278688525
4065,0.83,0.55,5,247,3,0,0,0,sales,1,0.4583333333333333,0.6626506024096387
4066,0.94,0.51,5,238,2,0,0,0,sales,1,0.6375,0.5425531914893618
4067,0.27,0.66,3,133,6,0,0,0,sales,1,0.165,2.444444444444444
4068,0.6,0.49,2,194,4,0,0,0,sales,1,0.1225,0.8166666666666667
4069,0.83,0.69,4,232,2,0,0,0,sales,1,0.69,0.8313253012048193
4070,0.53,0.75,3,232,3,0,0,0,sales,1,0.375,1.4150943396226414
4071,0.79,0.97,4,204,3,0,0,0,sales,2,0.4311111111111111,1.2278481012658227
4072,0.96,0.49,4,252,3,1,0,0,sales,2,0.21777777777777776,0.5104166666666666
4073,0.5,0.56,3,164,3,0,0,0,accounting,2,0.18666666666666668,1.12
4074,0.68,0.81,5,266,2,0,0,0,accounting,2,0.6750000000000002,1.1911764705882353
4075,0.24,0.54,4,226,4,1,0,0,accounting,2,0.18000000000000002,2.2500000000000004
4076,0.8,0.8,4,252,6,0,0,0,hr,2,0.17777777777777778,1.0
4077,0.62,0.74,4,155,3,0,0,0,hr,2,0.3288888888888889,1.1935483870967742
4078,1.0,0.85,3,202,2,0,0,0,hr,2,0.425,0.85
4079,0.64,0.75,3,214,3,0,0,0,hr,2,0.25,1.171875
4080,0.51,0.55,4,267,3,0,0,0,technical,2,0.24444444444444446,1.0784313725490198
4081,0.74,0.5,4,265,3,0,0,0,technical,2,0.2222222222222222,0.6756756756756757
4082,0.49,0.99,3,221,2,1,0,0,technical,2,0.49499999999999994,2.020408163265306
4083,0.96,0.83,4,132,6,0,0,0,technical,0,0.5533333333333333,0.8645833333333334
4084,0.59,0.62,4,227,4,1,0,0,technical,1,0.31,1.0508474576271187
4085,0.84,0.57,4,234,3,0,0,0,technical,2,0.2533333333333333,0.6785714285714285
4086,0.16,0.84,3,238,6,0,0,0,technical,2,0.14,5.25
4087,0.62,0.75,3,149,2,1,0,0,technical,2,0.375,1.2096774193548387
4088,0.79,0.67,4,152,3,0,0,0,technical,2,0.2977777777777778,0.8481012658227848
4089,0.53,0.83,4,249,3,1,0,0,technical,1,0.5533333333333333,1.5660377358490565
4090,0.17,0.48,6,270,5,0,0,0,technical,1,0.288,2.8235294117647056
4091,0.57,0.76,3,200,2,0,0,0,support,1,0.5700000000000001,1.3333333333333335
4092,0.65,0.82,4,207,2,0,0,0,support,1,0.82,1.2615384615384615
4093,0.69,0.74,4,266,2,1,0,0,support,1,0.74,1.0724637681159421
4094,0.3,0.8,6,250,3,0,0,0,support,1,0.8000000000000002,2.666666666666667
4095,0.99,0.92,3,220,3,0,0,0,support,1,0.46,0.9292929292929294
4096,0.5,0.69,4,177,2,0,0,0,support,1,0.69,1.38
4097,0.54,0.96,3,147,2,0,0,0,support,2,0.48,1.7777777777777777
4098,0.69,0.57,4,227,4,0,0,0,support,2,0.18999999999999997,0.8260869565217391
4099,0.5,0.85,4,272,2,0,0,0,support,2,0.5666666666666667,1.7
4100,0.66,0.73,3,244,3,0,0,0,support,2,0.24333333333333332,1.106060606060606
4101,1.0,0.93,5,182,3,1,0,0,support,2,0.5166666666666667,0.93
4102,0.15,0.61,3,146,6,1,0,0,technical,2,0.10166666666666667,4.066666666666666
4103,0.31,0.54,5,259,5,1,0,0,technical,2,0.18000000000000002,1.741935483870968
4104,0.65,0.49,4,184,4,0,0,0,technical,2,0.16333333333333333,0.7538461538461538
4105,0.72,0.69,4,149,2,0,0,0,management,2,0.45999999999999996,0.9583333333333333
4106,0.84,0.85,4,185,3,1,0,0,IT,2,0.37777777777777777,1.0119047619047619
4107,0.55,0.8,3,254,2,0,0,0,IT,2,0.4000000000000001,1.4545454545454546
4108,0.6,0.58,4,249,3,0,0,0,IT,2,0.2577777777777778,0.9666666666666667
4109,0.84,0.48,4,269,2,0,0,0,IT,2,0.32,0.5714285714285714
4110,0.68,0.87,3,168,3,0,0,0,IT,2,0.29,1.2794117647058822
4111,0.13,1.0,6,225,3,0,0,0,product_mng,2,0.6666666666666666,7.692307692307692
4112,0.88,0.98,3,160,2,0,0,0,product_mng,2,0.49,1.1136363636363635
4113,0.64,0.57,5,149,3,1,0,0,product_mng,2,0.31666666666666665,0.8906249999999999
4114,0.19,0.95,5,193,3,0,0,0,product_mng,2,0.5277777777777778,5.0
4115,0.83,0.88,5,171,3,1,0,0,IT,2,0.48888888888888893,1.0602409638554218
4116,0.17,0.41,4,232,3,1,0,0,RandD,2,0.1822222222222222,2.411764705882353
4117,0.44,0.74,4,250,6,0,0,0,RandD,2,0.16444444444444445,1.6818181818181819
4118,0.52,0.55,4,243,2,0,0,0,RandD,2,0.3666666666666667,1.0576923076923077
4119,0.66,0.62,4,250,2,0,0,0,RandD,2,0.41333333333333333,0.9393939393939393
4120,0.96,0.55,4,153,3,0,0,0,RandD,2,0.24444444444444446,0.5729166666666667
4121,0.19,0.5,5,126,3,1,0,0,RandD,2,0.2777777777777778,2.6315789473684212
4122,0.86,1.0,3,192,3,0,0,0,marketing,0,1.0,1.1627906976744187
4123,0.65,0.57,3,137,4,1,0,0,sales,0,0.4275,0.8769230769230768
4124,0.61,0.97,3,199,3,1,0,0,accounting,0,0.9700000000000001,1.5901639344262295
4125,0.53,0.96,3,181,3,1,0,0,support,0,0.96,1.811320754716981
4126,0.14,0.76,5,260,6,0,0,0,technical,0,0.6333333333333333,5.428571428571428
4127,0.74,1.0,4,199,4,0,0,0,management,0,1.0,1.3513513513513513
4128,0.47,0.62,6,171,5,1,0,0,marketing,0,0.744,1.319148936170213
4129,0.6,0.56,4,260,3,0,0,0,marketing,0,0.7466666666666667,0.9333333333333335
4130,0.81,0.58,3,243,4,0,0,0,marketing,0,0.43499999999999994,0.7160493827160492
4131,0.95,0.59,2,154,4,0,0,0,sales,0,0.295,0.6210526315789474
4132,0.98,0.8,2,201,2,0,0,0,sales,0,0.8,0.8163265306122449
4133,0.52,0.8,5,234,3,0,0,0,sales,0,1.3333333333333333,1.5384615384615385
4134,1.0,0.97,3,216,3,1,0,0,sales,1,0.48500000000000004,0.97
4135,0.16,0.74,5,205,4,1,0,0,sales,1,0.4625,4.625
4136,0.19,0.83,3,225,4,0,0,0,sales,1,0.31124999999999997,4.368421052631579
4137,0.94,0.87,3,229,3,0,0,0,sales,1,0.435,0.9255319148936171
4138,0.58,0.43,6,132,3,0,0,0,sales,1,0.43,0.7413793103448276
4139,0.92,0.69,4,180,3,0,0,0,sales,1,0.45999999999999996,0.7499999999999999
4140,0.65,0.8,4,164,4,0,0,0,sales,1,0.4,1.2307692307692308
4141,0.74,0.74,5,175,3,0,0,0,sales,1,0.6166666666666667,1.0
4142,0.6,0.53,5,103,2,0,0,0,sales,1,0.6625000000000001,0.8833333333333334
4143,1.0,1.0,5,142,4,0,0,0,sales,1,0.625,1.0
4144,0.81,0.96,4,212,3,0,0,0,sales,1,0.64,1.1851851851851851
4145,0.54,0.67,2,129,3,1,0,0,sales,1,0.22333333333333336,1.2407407407407407
4146,0.18,0.81,5,140,4,0,0,0,sales,1,0.5062500000000001,4.500000000000001
4147,0.82,0.88,4,149,2,0,0,0,sales,1,0.88,1.0731707317073171
4148,0.9,0.96,2,258,2,0,0,0,sales,1,0.48,1.0666666666666667
4149,0.62,0.62,4,136,2,0,0,0,sales,2,0.41333333333333333,1.0
4150,0.77,0.76,2,216,3,1,0,0,accounting,2,0.1688888888888889,0.987012987012987
4151,0.58,0.86,3,151,2,0,0,0,accounting,2,0.43,1.4827586206896552
4152,0.27,0.47,5,217,6,0,0,0,accounting,2,0.13055555555555554,1.7407407407407405
4153,0.78,0.72,4,219,3,0,0,0,hr,2,0.32,0.923076923076923
4154,0.98,0.66,3,150,3,0,0,0,hr,2,0.22,0.6734693877551021
4155,0.75,0.5,4,98,4,0,0,0,hr,2,0.16666666666666666,0.6666666666666666
4156,0.74,0.67,5,140,3,0,0,0,hr,2,0.37222222222222223,0.9054054054054055
4157,0.9,0.99,3,259,3,1,0,0,technical,2,0.32999999999999996,1.0999999999999999
4158,0.73,0.71,5,215,6,1,0,0,technical,2,0.19722222222222222,0.9726027397260274
4159,0.9,0.62,4,258,3,0,0,0,technical,2,0.27555555555555555,0.6888888888888889
4160,0.68,0.91,4,162,3,1,0,0,technical,2,0.40444444444444444,1.338235294117647
4161,0.9,0.74,3,260,4,0,0,0,technical,0,0.5549999999999999,0.8222222222222222
4162,0.64,0.93,5,198,2,0,0,0,technical,0,2.325,1.453125
4163,0.63,0.9,2,242,3,1,0,0,technical,0,0.6,1.4285714285714286
4164,0.87,0.89,4,219,4,0,0,0,technical,0,0.89,1.0229885057471264
4165,0.6,0.55,4,204,3,0,0,0,technical,0,0.7333333333333334,0.9166666666666667
4166,0.7,0.74,3,157,3,0,0,0,technical,0,0.7399999999999999,1.0571428571428572
4167,0.15,0.94,5,244,6,0,0,0,technical,0,0.7833333333333332,6.266666666666667
4168,0.45,0.75,3,122,3,0,0,0,support,0,0.75,1.6666666666666665
4169,0.43,0.9,5,282,5,0,0,0,support,1,0.45,2.0930232558139537
4170,0.92,0.46,5,195,5,0,0,0,support,1,0.23000000000000004,0.5
4171,0.72,0.81,4,134,2,0,0,0,support,1,0.81,1.1250000000000002
4172,0.94,0.84,3,210,2,0,0,0,support,1,0.63,0.8936170212765958
4173,0.74,0.52,3,170,3,0,0,0,support,1,0.26,0.7027027027027027
4174,0.48,0.71,2,140,3,1,0,0,support,1,0.23666666666666666,1.4791666666666667
4175,0.84,0.76,5,215,2,1,0,0,support,1,0.95,0.9047619047619048
4176,0.53,0.86,3,150,3,0,0,0,support,1,0.43,1.6226415094339621
4177,0.45,0.88,5,268,3,1,0,0,support,2,0.48888888888888893,1.9555555555555555
4178,0.95,0.67,4,270,4,0,0,0,support,2,0.22333333333333336,0.7052631578947369
4179,0.95,0.58,3,163,3,0,0,0,technical,2,0.1933333333333333,0.6105263157894737
4180,0.7,0.85,3,188,2,0,0,0,technical,2,0.425,1.2142857142857144
4181,0.19,0.93,3,110,4,0,0,0,technical,2,0.2325,4.894736842105264
4182,0.74,0.91,5,135,3,0,0,0,management,2,0.5055555555555555,1.2297297297297298
4183,0.54,0.59,4,228,3,0,0,0,IT,2,0.2622222222222222,1.0925925925925926
4184,0.5,0.69,5,172,2,0,0,0,IT,2,0.575,1.38
4185,0.95,0.72,3,168,5,0,0,0,IT,2,0.14400000000000002,0.7578947368421053
4186,0.69,0.69,5,160,3,0,0,0,IT,2,0.3833333333333333,1.0
4187,0.24,0.74,5,282,3,0,0,0,IT,2,0.41111111111111115,3.0833333333333335
4188,0.96,0.7,5,184,2,1,0,0,product_mng,2,0.5833333333333334,0.7291666666666666
4189,0.61,0.5,4,217,4,1,0,0,product_mng,2,0.16666666666666666,0.819672131147541
4190,0.76,0.53,6,281,3,0,0,0,product_mng,2,0.35333333333333333,0.6973684210526316
4191,0.61,0.64,3,245,2,0,0,0,product_mng,2,0.32,1.0491803278688525
4192,0.37,0.48,2,285,5,0,0,0,IT,2,0.064,1.2972972972972974
4193,0.81,0.9,4,165,3,0,0,0,RandD,2,0.4,1.1111111111111112
4194,0.59,0.9,3,146,3,0,0,0,RandD,2,0.30000000000000004,1.5254237288135595
4195,0.73,0.82,3,133,3,0,0,0,RandD,2,0.2733333333333333,1.1232876712328768
4196,0.87,0.57,2,181,6,0,0,0,RandD,2,0.06333333333333332,0.6551724137931034
4197,0.67,0.66,6,152,3,0,0,0,RandD,2,0.44,0.9850746268656716
4198,0.96,0.78,2,284,3,0,0,0,RandD,2,0.17333333333333334,0.8125000000000001
4199,0.98,0.51,3,157,3,0,0,0,marketing,2,0.17,0.5204081632653061
4200,0.5,0.58,4,165,2,0,0,0,sales,0,1.16,1.16
4201,0.49,0.71,3,255,2,1,0,0,accounting,1,0.5325,1.4489795918367347
4202,0.13,0.65,4,194,4,0,0,0,support,2,0.21666666666666667,5.0
4203,0.57,0.68,3,102,6,0,0,0,technical,2,0.11333333333333334,1.192982456140351
4204,0.51,0.94,4,247,2,0,0,0,management,2,0.6266666666666666,1.8431372549019607
4205,0.99,0.69,3,206,2,0,0,0,marketing,2,0.345,0.6969696969696969
4206,0.8,0.77,3,171,2,0,0,0,marketing,2,0.385,0.9625
4207,0.56,0.39,5,263,4,0,0,0,marketing,2,0.1625,0.6964285714285714
4208,0.96,0.84,4,272,4,1,0,0,sales,2,0.27999999999999997,0.875
4209,0.96,0.5,3,158,2,1,0,0,sales,2,0.25,0.5208333333333334
4210,0.87,0.53,6,216,6,1,0,0,sales,2,0.17666666666666667,0.6091954022988506
4211,0.61,0.9,5,113,3,0,0,0,sales,2,0.5,1.4754098360655739
4212,0.18,0.6,3,140,4,0,0,0,sales,1,0.22499999999999998,3.3333333333333335
4213,0.24,0.77,5,178,5,0,0,0,sales,1,0.385,3.2083333333333335
4214,0.86,0.48,4,153,3,0,0,0,sales,1,0.32,0.5581395348837209
4215,0.25,0.62,6,271,5,0,0,0,sales,1,0.372,2.48
4216,0.25,0.82,3,269,5,0,0,0,sales,1,0.246,3.28
4217,0.63,0.55,3,160,3,0,0,0,sales,1,0.275,0.8730158730158731
4218,0.89,0.68,4,258,2,1,0,0,sales,1,0.68,0.7640449438202248
4219,0.87,0.82,4,251,3,0,0,0,sales,0,1.0933333333333333,0.9425287356321839
4220,0.87,0.78,3,170,2,0,0,0,sales,1,0.585,0.896551724137931
4221,0.71,0.99,4,238,4,1,0,0,sales,0,0.99,1.3943661971830987
4222,0.98,0.87,4,152,2,0,0,0,sales,0,1.74,0.8877551020408163
4223,0.16,0.51,3,262,6,0,0,0,sales,1,0.1275,3.1875
4224,0.83,0.68,4,273,2,0,0,0,sales,1,0.68,0.819277108433735
