ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
185,15,0,2,523,1,13,2,3,0,185,3,0,42,2,0,6,1,1,265,146,1,0,0,2,0,3,0,1,8,5,2,8,7,1,6
186,22,0,2,561,1,3,0,3,0,186,3,0,16,2,4,3,2,1,1299,262,1,0,0,3,0,1,0,1,21,2,2,20,8,9,9
187,37,0,2,383,1,13,3,3,0,187,2,1,31,3,4,5,1,2,1292,649,8,0,0,0,0,3,0,0,36,3,2,24,15,2,15
188,16,0,1,604,1,1,0,1,0,188,3,1,15,1,1,4,2,1,1039,697,1,0,0,6,0,2,0,0,10,2,1,10,9,1,9
189,33,0,2,136,1,2,2,3,0,189,3,0,68,2,3,0,1,2,1199,305,3,0,0,7,0,2,0,0,21,6,2,7,7,1,0
190,34,0,2,388,1,0,3,1,0,190,2,1,35,1,4,3,2,1,1348,215,0,0,0,3,0,0,0,1,34,5,2,32,18,11,9
191,9,0,2,501,1,8,2,3,0,191,3,0,69,2,0,6,1,2,115,563,1,0,0,5,0,3,0,0,7,2,1,7,7,0,3
192,17,1,2,285,1,22,1,1,0,192,1,1,20,1,1,4,2,1,801,771,3,0,1,2,0,0,0,0,8,1,2,1,0,0,1
193,25,0,0,785,1,6,2,3,0,193,3,1,7,3,0,6,3,0,61,182,4,0,0,3,0,3,0,3,7,3,3,5,4,2,2
194,27,0,0,682,1,1,1,3,0,194,0,1,35,1,3,3,3,1,1245,1066,9,0,0,12,1,3,0,1,22,1,2,20,8,11,8
195,19,0,2,121,1,20,2,1,0,195,1,1,35,3,0,6,0,1,413,1221,1,0,1,1,0,0,0,1,8,3,1,8,7,1,7
196,17,0,1,25,1,1,2,3,0,196,1,0,7,2,1,2,1,2,558,801,5,0,0,0,0,3,0,0,10,5,2,6,2,1,2
197,24,0,0,519,1,20,1,3,0,197,2,0,6,2,1,4,2,0,707,832,2,0,0,5,0,1,0,1,11,5,2,5,3,0,2
198,20,0,2,728,1,1,3,1,0,198,3,1,58,2,1,4,2,1,872,307,9,0,0,3,0,1,0,0,14,3,2,1,0,0,0
199,20,0,2,611,1,28,2,5,0,199,3,1,24,2,1,4,3,1,835,116,3,0,0,7,0,0,0,1,9,3,0,7,7,1,7
200,9,0,1,232,1,0,0,5,0,200,2,1,30,1,1,4,0,1,529,444,5,0,0,8,0,2,0,1,6,1,2,2,2,2,0
201,31,0,0,570,1,17,3,1,0,201,3,1,62,2,1,4,3,0,901,1270,1,0,1,4,0,0,0,2,7,0,2,7,7,1,7
202,16,0,1,488,1,9,3,3,0,202,3,1,13,2,0,6,2,0,447,230,1,0,1,6,0,3,0,1,5,4,3,5,3,2,0
203,22,0,2,508,1,18,1,3,0,203,2,1,69,2,1,2,3,1,262,837,8,0,1,4,0,2,0,1,15,2,3,7,2,3,7
204,20,1,2,672,1,28,0,3,0,204,1,1,40,2,1,0,0,1,887,542,7,0,1,8,0,1,0,0,17,2,2,1,0,0,0
205,11,1,2,14,2,26,2,2,0,205,1,0,5,2,2,7,3,1,954,1309,1,0,0,11,1,3,0,3,10,3,1,10,4,1,9
206,4,0,2,647,1,4,2,1,0,206,3,1,30,3,0,6,1,0,138,606,1,0,1,5,0,0,0,1,4,2,1,4,2,2,2
207,18,0,1,341,1,17,0,3,0,207,1,0,43,2,0,2,3,2,81,332,1,0,0,2,0,0,0,0,8,2,2,8,1,1,7
208,22,0,0,657,1,8,4,1,0,208,3,1,33,1,1,0,3,1,644,707,9,0,0,3,0,3,0,1,5,5,0,3,2,0,2
209,28,0,2,347,1,0,3,3,0,209,3,1,67,2,2,0,0,0,1033,604,7,0,0,5,0,2,0,1,17,3,2,4,2,0,3
210,14,1,2,590,2,3,3,3,0,210,3,1,2,0,2,7,3,1,1093,1372,1,0,0,0,0,2,0,0,14,2,1,14,8,9,8
211,12,0,0,464,1,0,0,1,0,211,2,1,58,1,2,4,2,2,994,1085,1,0,0,11,1,2,0,0,12,2,2,11,8,5,8
212,9,0,1,714,2,19,2,1,0,212,3,0,60,2,1,7,2,2,1068,627,1,0,0,3,0,3,0,0,7,2,2,7,7,0,7
213,33,0,2,869,1,7,3,1,0,213,1,1,51,1,2,5,1,1,1160,783,5,0,0,5,0,3,0,2,16,5,0,10,9,4,7
214,12,1,2,572,1,2,2,5,0,214,3,0,58,2,0,6,0,2,233,381,5,0,1,0,0,2,0,0,8,5,2,5,2,0,4
215,23,0,2,503,2,5,2,1,0,215,3,0,45,2,2,3,3,2,1192,728,3,0,1,7,0,2,0,0,16,3,2,1,0,0,0
216,12,1,1,150,2,25,3,2,0,216,2,0,22,1,1,7,0,2,891,1220,5,0,0,4,0,2,0,0,9,5,1,6,3,0,1
217,11,1,2,564,1,0,2,5,0,217,2,1,55,2,0,6,2,2,48,1020,0,0,0,3,0,3,0,0,7,1,1,6,2,1,5
218,27,0,0,593,2,5,2,3,0,218,3,0,27,1,2,7,3,2,1016,852,6,0,0,1,0,3,0,0,23,2,2,19,7,12,8
219,36,0,2,655,2,2,2,2,0,219,3,0,22,2,1,7,0,1,803,862,2,0,0,3,0,3,0,1,16,4,2,6,2,0,5
220,18,0,2,823,1,4,1,1,0,220,3,1,32,2,1,2,1,2,799,458,8,0,0,5,0,3,0,0,16,3,3,13,11,3,7
221,15,0,2,33,1,3,3,3,0,221,2,0,17,1,0,6,1,1,224,642,6,0,0,10,1,3,0,0,7,3,2,3,2,1,1
222,19,0,1,362,1,10,2,4,0,222,1,1,17,2,2,5,3,0,1159,471,1,0,1,3,0,2,0,3,10,1,2,10,8,0,7
223,20,0,2,12,2,2,2,1,0,223,0,1,46,2,2,7,2,0,1109,441,0,0,0,1,0,2,0,2,17,6,1,16,10,5,13
224,13,0,0,554,1,0,3,3,0,224,2,1,60,0,1,4,2,1,542,134,0,0,0,1,0,3,0,1,6,2,2,5,4,1,4
225,41,0,2,28,1,2,2,1,0,225,2,1,40,1,0,6,3,1,88,374,3,0,0,6,0,0,0,1,7,6,2,1,0,0,0
226,19,0,1,141,2,3,3,2,0,226,0,1,11,2,0,8,3,0,279,22,4,0,0,6,0,2,0,1,13,2,2,9,8,5,8
227,11,0,1,834,2,0,0,3,0,227,1,0,12,2,2,7,3,1,968,266,1,0,0,3,0,3,0,1,11,5,2,11,10,4,1
228,17,0,1,532,2,0,2,2,0,228,2,0,62,2,2,7,2,2,1008,410,1,0,0,3,0,0,0,0,10,3,3,10,7,0,8
229,11,1,2,503,1,17,0,3,0,229,2,1,56,1,0,6,3,2,162,743,1,0,1,2,0,2,0,0,4,3,1,4,3,0,1
230,34,0,2,769,1,1,2,1,0,230,2,0,59,1,0,2,3,2,366,64,7,0,0,4,0,1,0,0,6,3,1,2,2,2,2
231,24,0,2,270,1,3,1,5,0,231,2,1,28,2,4,3,3,1,1314,158,1,0,0,0,0,3,0,0,22,3,2,22,17,11,15
232,41,0,2,457,0,5,1,3,0,232,1,1,22,2,0,1,2,1,108,1362,8,0,0,6,0,3,0,0,7,2,1,2,2,2,2
233,32,0,2,477,2,0,3,3,0,233,3,0,38,2,4,3,3,0,1327,1288,3,0,0,0,0,2,0,1,32,3,1,7,0,0,6
234,15,1,2,455,1,13,2,3,0,234,2,1,28,2,0,2,3,1,174,1165,5,0,1,2,0,2,0,1,8,2,0,5,4,0,4
235,25,0,2,584,2,15,2,2,0,235,3,0,50,2,3,3,3,1,1227,335,5,0,1,11,1,2,0,1,22,3,2,17,13,1,9
236,15,1,2,225,1,1,1,1,0,236,0,0,9,2,0,2,0,1,254,1125,7,0,0,9,1,0,0,0,13,3,3,9,7,1,7
237,34,0,0,428,2,1,3,1,0,237,0,1,49,1,4,3,2,2,1303,1096,1,0,1,7,0,3,0,0,33,2,3,32,7,15,12
238,14,0,2,827,2,3,1,1,0,238,2,0,26,2,0,8,1,1,462,1092,2,0,0,0,0,0,0,1,6,5,2,4,3,1,2
239,14,1,2,259,1,0,2,1,0,239,3,1,32,1,0,2,2,2,437,439,0,0,1,3,0,3,0,0,4,2,0,3,2,1,2
240,21,0,2,844,1,0,3,3,0,240,2,0,66,2,0,2,2,0,102,766,7,0,0,3,0,2,0,3,7,1,2,3,2,1,2
241,14,0,0,552,2,25,3,2,0,241,2,1,70,2,1,7,3,1,566,582,0,0,0,7,0,0,0,0,4,2,2,3,2,2,2
242,23,0,2,833,1,18,1,1,0,242,2,1,6,2,1,6,0,0,348,1028,2,0,0,5,0,0,0,2,17,2,1,1,0,0,0
243,22,0,2,752,1,23,1,5,0,243,0,1,32,2,1,6,3,0,378,1305,1,0,0,6,0,0,0,2,9,3,2,9,8,4,7
244,27,0,2,98,1,0,2,4,0,244,2,1,40,3,4,3,3,1,1313,798,0,0,0,0,0,2,0,1,25,2,2,24,0,1,7
245,13,0,1,773,1,2,3,3,0,245,1,1,43,2,2,5,2,0,1196,663,9,0,0,1,0,0,0,1,9,3,2,2,2,2,2
246,15,0,2,466,1,4,3,1,0,246,2,0,33,1,0,6,3,1,314,731,1,0,0,2,0,2,0,1,2,2,1,2,2,0,2
247,16,0,2,230,1,1,3,1,0,247,3,1,54,1,1,4,0,1,804,1263,6,0,0,2,0,1,0,1,13,3,2,11,9,5,9
248,19,0,2,577,1,0,1,3,0,248,2,0,53,1,0,6,0,1,460,953,2,0,0,3,0,0,0,1,17,2,1,3,1,0,2
249,27,0,1,684,1,6,3,1,0,249,0,1,47,3,1,4,2,1,856,172,4,0,0,6,0,3,0,1,9,1,2,3,2,0,2
250,19,1,1,252,1,9,2,3,0,250,0,1,31,2,2,4,2,0,1073,1189,6,0,0,0,0,1,0,2,17,5,2,1,0,0,0
251,21,0,1,253,1,1,3,5,0,251,2,0,34,2,2,0,2,2,1132,260,0,0,0,14,1,3,0,0,20,1,2,19,6,11,8
252,11,0,2,364,1,14,2,1,0,252,2,1,30,2,0,6,3,2,143,1199,1,0,0,8,0,0,0,0,6,1,2,6,5,1,5
253,24,0,2,512,1,16,1,1,0,253,3,0,52,3,1,6,0,2,870,1223,3,0,1,2,0,2,0,0,10,1,2,3,2,0,2
254,11,0,2,718,2,19,1,2,0,254,3,1,15,2,1,7,3,0,917,509,2,0,0,3,0,3,0,1,10,2,2,3,2,0,2
255,7,0,2,379,1,0,2,1,0,255,0,0,32,2,1,4,2,1,648,319,0,0,0,1,0,3,0,2,5,3,2,4,2,1,2
256,24,0,2,110,1,1,2,3,0,256,3,0,26,1,0,2,0,0,218,349,0,0,1,0,0,2,0,1,10,4,2,9,6,7,8
257,22,0,2,835,1,1,1,3,0,257,0,1,19,2,4,5,2,0,1324,228,0,0,0,8,0,3,0,1,22,5,2,21,7,3,9
258,33,0,2,467,1,0,2,1,0,258,2,1,66,2,0,6,3,1,259,1232,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
259,13,1,1,132,1,28,1,3,0,259,2,1,41,1,0,2,1,2,401,556,0,0,0,0,0,1,0,0,6,2,3,5,4,1,4
260,14,0,1,759,1,6,2,1,0,260,1,1,70,3,0,2,1,1,280,1379,1,0,0,9,1,2,0,0,5,3,0,5,1,0,3
261,20,0,0,773,2,1,1,1,0,261,3,1,9,1,1,7,3,1,703,1014,3,0,0,7,0,3,0,1,13,0,2,8,7,7,5
262,14,0,2,17,1,1,0,5,0,262,3,1,54,1,1,2,0,2,87,1019,4,0,0,2,0,3,0,0,9,5,2,6,2,0,4
263,28,0,2,242,2,1,2,5,0,263,2,0,45,0,3,3,1,1,1250,744,3,0,1,1,0,1,0,1,28,2,1,7,7,7,7
264,10,1,2,267,1,1,3,1,0,264,0,1,49,2,0,2,2,2,403,741,2,0,0,0,0,2,0,0,5,5,0,0,0,0,0
265,11,0,2,690,2,1,2,3,0,265,0,1,48,1,1,7,1,1,881,88,2,0,0,8,0,1,0,2,10,2,2,0,0,0,0
266,13,0,2,865,1,22,2,3,0,266,1,1,34,1,1,0,3,1,761,718,0,0,0,10,1,1,0,1,10,2,2,9,0,7,8
267,7,0,0,373,1,4,1,1,0,267,1,1,55,3,1,0,0,0,473,937,1,0,0,1,0,3,0,2,6,2,2,6,3,1,5
268,27,0,2,816,1,19,1,3,0,268,2,1,49,2,3,0,3,1,1184,318,0,0,1,3,0,1,0,0,21,2,2,20,7,4,10
269,18,0,2,829,1,5,2,1,0,269,3,1,17,2,0,2,3,1,364,1049,0,0,0,0,0,2,0,1,16,4,2,15,13,10,11
270,37,0,2,218,1,0,2,3,0,270,3,1,51,2,4,3,0,2,1301,967,0,0,1,3,0,2,0,0,37,2,2,34,10,4,13
271,29,1,0,365,1,28,3,1,0,271,0,1,58,2,2,3,1,1,1148,485,1,0,1,1,0,3,0,1,10,2,1,10,7,9,9
272,10,0,2,661,1,8,2,3,0,272,3,1,64,2,0,6,3,1,53,25,1,0,0,12,1,3,0,1,5,3,1,5,2,0,4
273,19,0,2,83,2,5,3,3,0,273,2,1,68,2,1,7,3,1,864,1209,4,0,0,3,0,1,0,1,7,5,3,5,4,0,1
274,3,0,2,567,1,2,1,3,0,274,3,1,70,1,0,6,2,2,369,501,1,0,0,6,0,0,0,0,3,4,3,3,2,1,0
275,19,0,0,408,1,0,3,3,0,275,0,0,50,2,2,5,3,0,1193,557,2,0,1,7,0,0,0,2,15,2,2,5,2,0,2
276,17,0,2,762,1,21,2,1,0,276,1,0,41,3,2,3,1,0,1155,972,7,0,0,7,0,1,0,1,10,6,1,7,7,6,2
277,20,0,2,142,2,6,1,3,0,277,0,0,14,3,1,7,0,0,763,979,1,0,1,13,1,2,0,1,8,3,2,8,0,7,7
278,8,0,1,875,1,0,2,1,0,278,2,0,54,2,1,4,1,0,853,1413,1,0,0,9,1,0,0,1,6,6,0,6,5,1,4
279,32,0,2,443,1,3,0,1,0,279,0,1,66,2,4,5,1,0,1307,787,3,0,0,3,0,0,0,2,28,4,1,10,4,1,6
280,35,0,2,605,1,2,3,3,0,280,2,1,15,2,3,5,2,1,1270,1093,3,0,1,5,0,3,0,3,21,5,1,5,3,1,3
281,24,0,2,341,2,0,0,1,0,281,1,1,69,2,1,7,2,1,650,1310,1,0,0,14,1,2,0,0,20,3,2,20,16,11,6
282,11,0,1,212,2,1,1,1,0,282,1,1,14,2,1,7,3,2,584,1050,1,0,0,7,0,0,0,0,10,3,1,10,7,0,9
283,37,0,2,33,1,19,1,5,0,283,1,1,7,2,1,2,3,1,736,799,3,0,1,8,0,3,0,1,12,4,2,10,7,0,8
284,8,0,1,247,1,10,1,3,0,284,0,1,30,2,1,0,0,1,620,1201,1,0,1,2,0,2,0,1,5,3,2,5,3,3,3
285,19,0,2,804,1,0,2,1,0,285,3,0,12,2,0,6,3,2,70,792,1,0,0,1,0,1,0,0,17,3,2,17,12,5,7
286,26,1,1,515,1,23,2,1,0,286,3,1,13,2,0,2,2,0,355,1032,3,0,1,11,1,3,0,1,19,0,0,1,0,0,0
287,20,0,2,380,1,22,3,1,0,287,3,1,52,2,1,0,3,0,781,966,9,0,0,3,0,1,0,1,10,2,2,2,2,1,2
288,8,1,2,856,1,15,3,3,0,288,0,1,15,2,0,2,1,0,156,702,2,0,1,2,0,3,0,1,5,2,2,3,2,0,2
289,10,0,2,634,1,7,1,1,0,289,3,0,36,2,0,6,3,2,376,136,1,0,0,10,1,3,0,0,5,3,2,5,3,0,2
290,31,0,1,342,1,9,3,1,0,290,2,0,5,2,4,5,0,2,1290,1360,9,0,1,0,0,3,0,0,22,4,2,3,2,1,2
291,18,0,2,254,1,2,2,5,0,291,2,1,0,2,1,6,1,2,569,1393,4,0,0,1,0,3,0,0,10,2,2,8,0,7,7
292,13,0,1,214,2,4,2,2,0,292,3,0,54,2,0,8,1,0,277,101,1,0,0,0,0,2,0,1,2,5,1,2,2,2,2
293,8,1,2,536,2,3,3,2,0,293,3,1,18,1,1,7,3,2,793,373,1,0,1,1,0,1,0,0,8,0,2,8,7,7,4
294,19,0,1,498,1,8,2,3,0,294,1,1,23,2,0,6,3,1,137,545,1,0,1,1,0,2,0,3,4,3,1,4,2,1,2
295,24,0,1,284,2,25,2,2,0,295,2,0,47,2,3,7,1,1,1187,737,5,0,0,3,0,3,0,1,23,2,3,20,4,4,8
296,0,1,2,84,1,2,2,1,0,296,2,1,24,2,0,2,2,2,17,1341,1,0,0,2,0,2,0,0,0,2,2,0,0,0,0
297,17,0,2,708,2,15,2,2,0,297,2,1,66,2,2,7,1,1,975,171,0,0,0,4,0,2,0,2,12,3,1,11,9,6,9
298,18,0,1,293,1,17,3,1,0,298,2,1,51,3,0,2,3,1,429,298,4,0,0,7,0,3,0,2,4,2,2,1,0,0,0
299,33,0,2,753,1,1,2,3,0,299,3,1,54,0,1,4,1,0,749,824,5,0,0,7,0,3,0,1,13,3,2,4,1,1,2
300,23,0,2,150,2,1,3,1,0,300,3,1,58,2,3,3,1,2,1225,794,1,0,0,8,0,1,0,0,22,2,2,22,10,0,4
301,0,0,2,454,2,9,2,3,0,301,3,0,39,1,0,8,2,2,8,448,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0
302,10,0,2,874,1,15,1,3,0,302,1,1,38,3,1,0,0,2,767,154,0,0,0,8,0,2,0,0,9,2,2,8,3,0,7
303,13,0,2,80,2,6,2,5,0,303,1,1,70,3,1,7,3,1,916,593,4,0,0,0,0,1,0,1,10,3,1,8,7,7,7
304,21,0,2,645,1,0,2,3,0,304,2,1,18,3,2,0,3,0,1043,523,0,0,0,6,0,0,0,3,19,5,1,18,10,3,7
305,18,0,0,626,1,23,3,1,0,305,1,0,17,2,1,2,1,1,770,284,7,0,0,4,0,2,0,1,11,3,2,9,8,0,8
306,14,0,2,509,2,6,2,1,0,306,3,1,61,1,1,7,2,1,750,858,1,0,0,3,0,2,0,1,13,3,1,13,8,4,8
307,20,0,2,474,1,24,1,1,0,307,0,0,51,1,2,5,1,1,1157,1412,3,0,0,6,0,2,0,1,19,2,2,10,8,0,1
308,40,0,0,180,1,0,3,1,0,308,3,1,2,0,1,0,2,0,766,864,2,0,1,2,0,3,0,1,12,2,2,5,3,1,2
309,13,0,2,382,1,4,3,5,0,309,2,1,56,2,0,6,3,1,636,473,0,0,1,1,0,2,0,1,6,4,2,5,2,0,3
310,13,0,2,4,0,1,2,0,0,310,0,1,32,1,1,1,0,1,854,914,3,0,0,1,0,3,0,0,9,1,2,2,2,1,0
311,27,0,1,719,1,6,2,1,0,311,0,1,67,2,2,2,0,0,697,1053,1,0,0,7,0,0,0,1,24,2,2,24,9,9,11
312,13,0,2,60,1,1,3,1,0,312,2,1,2,2,0,6,3,0,248,336,0,0,1,7,0,1,0,1,3,2,0,2,2,2,2
313,15,0,1,283,1,4,3,1,0,313,3,0,44,2,2,3,1,1,1149,1243,6,0,0,0,0,1,0,2,12,2,2,10,6,8,8
314,21,0,2,10,1,9,0,3,0,314,2,1,69,2,3,3,0,1,1257,190,1,0,1,3,0,3,0,0,21,3,2,21,9,11,10
315,25,0,1,57,1,9,3,1,0,315,2,0,3,2,0,2,3,2,181,507,0,0,0,8,0,0,0,0,9,5,2,8,7,1,7
316,31,0,2,616,1,0,1,5,0,316,2,0,60,1,3,0,2,2,1206,913,7,0,1,1,0,3,0,0,25,2,2,7,1,0,7
317,34,1,2,404,1,7,3,3,0,317,2,1,55,1,1,6,1,1,654,906,2,0,0,4,0,0,0,0,11,3,1,8,2,7,7
318,9,0,2,699,1,4,2,1,0,318,2,0,55,2,0,6,1,2,186,1087,1,0,1,1,0,1,0,0,4,2,1,4,3,1,2
319,14,0,2,309,2,7,1,5,0,319,2,0,35,1,1,7,1,1,699,1317,1,0,1,0,0,3,0,0,13,2,2,13,12,11,9
320,9,0,2,808,2,1,2,1,0,320,3,1,44,2,1,7,2,2,568,183,1,0,1,0,0,0,0,0,5,3,2,5,4,0,4
321,13,0,2,382,2,6,2,2,0,321,3,1,43,2,1,7,3,0,947,300,4,0,0,1,0,3,0,3,13,3,2,7,7,1,7
322,14,0,2,578,1,1,3,3,0,322,0,0,44,3,1,6,3,2,669,503,7,0,0,5,0,2,0,0,10,0,1,7,7,0,7
323,10,1,2,660,1,1,3,3,0,323,0,1,54,0,0,6,3,1,398,1320,5,0,1,2,0,3,0,0,5,4,1,3,2,2,2
324,12,0,2,738,1,27,1,3,0,324,3,0,34,2,1,6,3,1,789,577,1,0,0,2,0,3,0,2,11,2,2,10,8,1,9
325,13,0,1,444,1,6,1,1,0,325,2,0,18,1,2,4,2,1,1019,695,1,0,0,13,1,0,0,1,10,2,2,10,9,8,9
326,21,0,1,370,1,6,1,3,0,326,2,1,24,1,4,3,3,1,1317,1104,1,0,0,4,0,0,0,1,21,2,2,21,9,13,3
327,21,1,2,662,2,2,1,3,0,327,3,0,11,2,1,7,2,1,702,908,4,0,1,7,0,0,0,0,12,3,1,1,0,0,0
328,15,0,1,256,2,9,2,2,0,328,1,1,16,1,1,7,3,2,608,130,3,0,0,3,0,2,0,0,9,6,1,7,7,0,1
329,29,0,2,877,1,4,4,1,0,329,3,1,12,2,4,5,2,1,1286,828,4,0,0,0,0,1,0,1,21,2,2,3,2,1,1
330,25,0,1,288,1,9,3,1,0,330,2,0,52,1,1,2,2,0,705,253,1,0,0,0,0,1,0,1,9,3,3,9,7,0,0
331,9,0,0,75,2,0,0,2,0,331,2,1,43,2,1,7,1,1,845,1163,0,0,1,2,0,3,0,1,6,0,2,5,4,1,4
332,36,0,1,520,1,19,3,1,0,332,3,0,1,2,1,6,2,2,643,854,3,0,0,1,0,3,0,0,20,4,1,4,3,0,3
333,25,0,2,569,1,6,2,1,0,333,2,0,13,2,2,0,0,1,1069,424,8,0,0,5,0,0,0,1,10,1,1,1,0,0,0
334,27,0,2,281,1,7,3,4,0,334,3,1,45,2,1,6,3,1,433,426,9,0,0,3,0,0,0,2,12,3,2,10,9,9,8
335,22,0,2,638,2,0,1,3,0,335,1,1,27,0,1,7,3,1,942,645,2,0,1,11,1,2,0,3,6,2,1,4,3,0,2
336,11,1,2,140,1,7,3,4,0,336,1,1,47,0,0,2,0,1,71,149,1,0,1,0,0,3,0,0,7,4,1,7,7,0,7
337,11,0,2,413,1,8,4,4,0,337,1,1,0,1,0,2,3,2,470,325,0,0,0,6,0,2,0,0,4,2,2,3,2,2,2
338,12,0,2,295,2,4,2,2,0,338,3,0,0,1,1,7,2,0,816,194,1,0,0,2,0,2,0,3,10,2,2,10,9,1,2
339,9,0,2,643,2,7,3,2,0,339,1,0,26,2,1,7,1,1,830,72,1,0,0,7,0,0,0,1,8,3,2,8,7,0,7
340,19,0,2,679,1,4,1,3,0,340,3,1,31,2,1,4,3,0,844,1230,7,0,0,5,0,2,0,2,8,2,1,6,2,0,4
341,20,0,2,156,1,14,1,1,0,341,2,1,62,1,2,5,3,0,1142,779,0,0,1,3,0,1,0,1,12,3,2,11,10,2,9
342,13,0,2,708,1,6,3,3,0,342,2,0,9,2,2,4,3,2,928,1364,1,0,1,3,0,2,0,0,11,2,1,11,9,4,10
343,11,0,2,30,2,9,0,2,0,343,3,0,9,1,1,7,1,0,983,568,1,0,1,3,0,0,0,2,7,2,2,7,7,1,7
344,17,0,2,749,1,4,3,5,0,344,2,1,32,2,2,4,1,2,976,934,0,0,0,2,0,3,0,0,17,5,2,16,6,0,13
345,5,0,2,758,1,25,0,1,0,345,2,1,53,2,0,6,3,0,312,810,1,0,0,1,0,2,0,2,4,2,1,4,2,0,2
346,23,0,2,240,1,5,2,3,0,346,3,1,65,1,1,4,1,2,811,476,6,0,1,4,0,3,0,0,8,3,2,5,4,1,2
347,29,0,1,758,2,3,0,3,0,347,1,1,69,2,1,8,2,2,329,1366,3,0,0,8,0,0,0,0,5,3,2,0,0,0,0
348,24,0,2,453,1,22,4,1,0,348,0,0,14,2,3,5,3,2,1224,795,2,0,0,3,0,1,0,0,16,2,2,1,0,0,0
349,11,0,0,416,2,1,2,1,0,349,3,1,31,2,1,7,2,1,602,857,1,0,0,3,0,0,0,1,4,3,1,4,3,0,2
350,24,0,2,278,0,1,0,5,0,350,2,1,22,2,0,1,2,0,249,1283,0,0,1,0,0,2,0,1,4,5,2,3,2,1,0
351,14,0,2,599,1,1,2,3,0,351,2,0,45,2,0,2,1,1,154,103,1,0,0,2,0,2,0,1,8,4,2,8,0,0,7
352,30,0,2,268,2,28,0,3,0,352,0,0,61,2,2,3,2,1,1161,1280,3,0,0,10,1,1,0,1,15,3,0,0,0,0,0
353,19,0,2,765,1,5,2,3,0,353,2,1,21,3,1,6,0,0,806,861,4,0,1,2,0,0,0,2,13,2,2,7,7,6,7
354,12,0,0,345,2,24,1,5,0,354,3,0,55,2,1,7,2,1,618,238,7,0,1,1,0,1,0,1,4,2,3,2,2,2,2
355,8,0,2,525,2,0,2,1,0,355,2,1,27,2,1,7,2,1,710,1043,1,0,0,6,0,1,0,1,8,3,2,8,7,7,7
356,24,0,2,777,1,1,3,4,0,356,0,1,68,1,1,0,3,2,897,866,3,0,0,12,1,1,0,0,14,6,2,1,0,0,0
357,3,1,1,421,2,0,0,5,0,357,0,0,69,1,0,8,1,2,86,416,1,0,1,0,0,2,0,0,3,3,2,3,2,1,2
358,18,0,0,472,2,0,4,3,0,358,3,0,15,2,1,7,3,2,885,757,4,0,0,4,0,1,0,0,7,6,2,1,0,0,0
359,18,0,1,275,2,2,3,3,0,359,0,1,18,1,2,7,3,1,1048,306,4,0,0,0,0,0,0,1,16,2,2,13,9,1,12
360,39,0,2,314,1,0,3,3,0,360,3,1,58,2,1,0,2,1,896,42,2,0,0,0,0,2,0,0,15,2,2,3,2,1,2
361,22,0,2,666,1,9,3,1,0,361,3,0,16,3,0,2,2,1,96,1185,3,0,1,2,0,2,0,1,10,3,2,7,7,1,7
362,3,0,0,502,2,8,1,3,0,362,0,1,9,2,0,8,3,2,221,37,1,0,0,13,1,2,0,0,3,3,1,3,2,2,2
363,15,1,2,159,2,4,2,2,0,363,3,0,4,2,0,8,2,2,298,416,1,0,1,2,0,1,0,0,1,2,2,1,0,0,0
364,19,0,2,516,1,9,2,3,0,364,2,0,68,2,0,2,0,1,397,901,6,0,0,9,1,1,0,1,17,3,2,5,4,0,3
365,28,0,0,652,1,6,3,3,0,365,2,0,0,2,1,4,2,1,706,807,2,0,0,3,0,2,0,0,7,2,3,1,0,0,0
366,23,1,1,29,2,3,2,2,0,366,0,1,26,2,1,7,1,2,1030,438,1,0,0,7,0,2,0,0,8,5,2,8,7,7,7
367,32,0,2,591,1,9,2,5,0,367,3,1,70,1,2,0,3,2,1103,33,6,0,0,4,0,3,0,0,20,2,2,4,3,1,3
368,22,1,2,300,2,21,1,2,0,368,2,1,38,1,1,7,2,1,847,241,2,0,1,1,0,0,0,2,8,6,2,6,4,1,0
369,13,0,2,190,1,8,3,1,0,369,2,1,12,1,0,6,1,2,233,323,0,0,1,5,0,3,0,0,3,5,2,2,2,2,2
370,3,1,2,40,2,11,2,1,0,370,2,0,60,3,0,8,1,2,256,1352,1,0,0,4,0,3,0,0,1,0,2,1,0,0,0
371,11,0,2,744,1,22,2,1,0,371,3,1,24,2,0,6,3,2,92,930,9,0,0,5,0,3,0,0,6,4,2,3,2,1,2
372,17,0,2,420,1,8,3,1,0,372,2,1,67,1,1,0,1,2,869,997,9,0,0,8,0,2,0,0,10,5,2,1,1,0,0
373,9,0,2,869,1,0,1,3,0,373,3,1,52,2,0,2,1,0,448,917,1,0,0,0,0,1,0,1,5,2,2,5,2,0,4
